datasource,biome,model,mean_r2,std_r2,final_r2
aggregated_all,4,XGBoost,0.5067511843947153,0.010685843121563404,0.5137312412261963
aggregated_all,4,XGBoost,0.5013599959756455,0.009740338045265768,0.5065240859985352
aggregated_all,4,XGBoost,0.5406557253549684,0.010025662938289425,0.5548574924468994
aggregated_all,4,XGBoost,0.5339137767953119,0.005471937707228751,0.5445942878723145
