floodable_forests,biomass,sur_cover,dist,nearest_mature,cec,clay,cfvo,nitro,ocd,ocs,phh2o,sand,soc,mean_soil,mean_vpd,mean_temp,mean_def,mean_srad,mean_pr,mean_pdsi,mean_aet,num_fires,ecoreg,biome,indig,protec,topography,age,sd
0,350.0,0.4982896149158478,1585.0,323.26530612244875,15622.0,34.29999923706055,4.333333492279053,19357.283203125,22.883333206176758,4.900000095367432,4.233333110809326,42.96666717529297,22805.333984375,2764.4857142857145,0.9452857375144958,26.404523849487305,165.37142857142857,1427.9019775390625,2155.028564453125,1.7070714235305786,1011.4571428571429,1,507,1,0,1,31,10,190
0,415.0,0.678449273109436,1098.0,321.1836734693875,15088.7216796875,29.561111450195312,2.6111111640930176,16677.30078125,22.55555534362793,4.599999904632568,4.083333492279053,47.03333282470703,19832.5546875,2721.8571428571427,0.9624999761581421,26.53654670715332,169.14285714285714,1428.2637939453125,2134.628662109375,1.593238115310669,1013.9714285714285,1,507,1,0,1,31,14,225
0,248.0,0.4526796042919159,1412.0,318.9795918367344,14133.5,29.733333587646484,4.7166666984558105,19390.1171875,23.516666412353516,5.699999809265137,4.25,47.38333511352539,20796.166015625,2721.5714285714284,0.9605714082717896,26.43000030517578,171.57142857142858,1429.96240234375,2143.1142578125,1.5430476665496826,1012.8285714285714,0,507,1,0,1,41,20,99
0,423.0,0.006841504946351051,1941.0,317.2653061224487,12644.1669921875,34.58333206176758,3.183333396911621,17149.166015625,21.950000762939453,4.099999904632568,4.333333492279053,45.650001525878906,20149.833984375,2652.6285714285714,0.9919999837875366,26.70380973815918,171.88571428571427,1427.8541259765625,2152.8857421875,1.4449048042297363,1020.1142857142858,1,507,1,0,1,31,10,212
1,238.0,0.48346635699272156,1156.0,315.3469387755099,15093.4443359375,29.27777671813965,2.277777910232544,18102.955078125,22.22222328186035,4.166666507720947,4.233333110809326,44.92778015136719,21757.77734375,2624.0285714285715,0.977238118648529,26.544523239135742,174.14285714285714,1428.12744140625,2161.0,1.4532856941223145,1016.2857142857143,0,507,1,0,1,41,22,116
0,112.0,0.866590678691864,1105.0,313.8163265306119,15369.5,31.600000381469727,2.3333332538604736,17809.916015625,22.96666717529297,4.599999904632568,4.183333396911621,43.483333587646484,19491.666015625,2605.8571428571427,0.9715476036071777,26.474761962890625,175.77142857142857,1429.7139892578125,2166.771484375,1.4541428089141846,1014.5428571428571,3,507,1,0,1,42,4,60
0,258.0,0.8859749436378479,1116.0,304.9183673469385,14261.6669921875,25.53333282470703,1.2666666507720947,16520.93359375,21.950000762939453,4.300000190734863,4.25,45.45000076293945,19599.666015625,2549.5142857142855,0.971928596496582,26.516666412353516,180.54285714285714,1436.906494140625,2168.971435546875,1.4259285926818848,1017.0857142857143,1,507,1,0,1,41,10,125
0,263.0,0.3318130075931549,1400.0,304.9183673469385,14119.0,32.44444274902344,1.6555556058883667,17552.90625,21.705554962158203,4.5,4.183333396911621,45.266666412353516,19670.166015625,2487.542857142857,0.9738571643829346,26.609643936157227,180.4,1436.4581298828125,2183.028564453125,1.4393094778060913,1019.5142857142857,1,507,1,0,1,31,10,127
0,253.0,0.45610034465789795,1049.0,300.95918367346906,15652.5,29.566667556762695,1.149999976158142,17390.533203125,22.83333396911621,4.300000190734863,4.233333110809326,46.43333435058594,19211.833984375,2461.942857142857,0.9773809313774109,26.66499900817871,181.34285714285716,1436.86328125,2183.94287109375,1.4473809003829956,1020.4285714285714,1,507,1,0,1,31,5,106
0,401.0,0.9635119438171387,1040.0,294.93877551020387,13496.3330078125,30.58333396911621,1.6833332777023315,16852.30078125,24.0,4.699999809265137,4.25,41.983333587646484,22371.666015625,2392.0285714285715,0.9678333401679993,26.47678565979004,184.65714285714284,1438.7943115234375,2199.371337890625,1.4299523830413818,1017.5428571428571,0,507,1,0,1,21,13,205
0,410.0,0.3511972725391388,1156.0,291.4693877551018,14944.0,27.799999237060547,1.4500000476837158,20496.400390625,22.46666717529297,4.300000190734863,4.2833333015441895,41.21666717529297,24960.0,2312.7428571428572,0.9714523553848267,26.54380989074707,190.6,1442.0775146484375,2207.085693359375,1.4000476598739624,1015.2285714285714,3,507,1,0,1,31,4,198
0,217.2537129638235,0.28734320402145386,1618.0,285.83673469387736,13779.5,29.21666717529297,1.9333332777023315,19368.017578125,23.33333396911621,4.699999809265137,4.349999904632568,43.400001525878906,26044.0,2287.4,0.9821428656578064,26.67761993408203,192.22857142857143,1444.178466796875,2205.485595703125,1.3967857360839844,1018.2285714285714,3,507,1,0,0,41,2,87
0,301.0,0.35461801290512085,5223.0,281.7755102040814,15184.5,27.816667556762695,3.0166666507720947,18261.849609375,24.866666793823242,5.199999809265137,4.4666666984558105,47.400001525878906,21465.5,2259.714285714286,0.9915714263916016,26.716903686523438,196.02857142857144,1447.2330322265625,2209.428466796875,1.399047613143921,1018.6285714285714,0,507,1,0,0,31,5,142
1,300.0,0.03534777835011482,3508.0,281.612244897959,14107.6669921875,33.08333206176758,6.449999809265137,18295.166015625,24.649999618530273,4.599999904632568,4.349999904632568,47.56666564941406,22119.833984375,2383.342857142857,1.0073809623718262,26.80928611755371,180.77142857142857,1440.4884033203125,2251.1142578125,1.2993571758270264,1034.7428571428572,0,507,1,0,0,21,24,131
0,198.0,0.8015963435173035,2186.0,283.14285714285694,12735.8330078125,32.849998474121094,2.450000047683716,16146.900390625,22.96666717529297,4.400000095367432,4.333333492279053,46.150001525878906,21824.666015625,2443.457142857143,0.9649999737739563,26.32023811340332,182.34285714285716,1439.7777099609375,2241.60009765625,1.2913810014724731,1021.6857142857143,1,507,1,0,0,21,11,81
0,267.0,0.7400227785110474,2038.0,286.5714285714285,13038.3330078125,34.650001525878906,3.633333444595337,19749.19921875,27.516666412353516,5.900000095367432,4.449999809265137,39.46666717529297,27899.0,2503.9142857142856,0.9589285850524902,26.357738494873047,175.28571428571428,1438.9581298828125,2263.514404296875,1.198714256286621,1027.2,0,507,1,0,0,21,13,103
0,210.0,0.0,6349.0,290.5918367346938,14530.0,28.33333396911621,2.816666603088379,16217.25,23.450000762939453,4.5,4.4666666984558105,45.20000076293945,23269.5,2523.4285714285716,0.9617857336997986,26.354047775268555,185.2,1449.146728515625,2252.485595703125,1.23202383518219,1024.8285714285714,4,507,1,0,0,31,4,95
