age,agbd,system:index
2,62.0,4919
1,85.0,4920
27,79.0,4932
11,115.0,4941
4,55.0,4943
4,110.33333587646484,4947
4,143.0,4949
7,90.0,4953
1,126.0,4956
17,126.66666412353516,4964
6,133.6666717529297,4966
15,135.0,4974
4,110.33333587646484,4975
30,148.0,4997
31,118.66666412353516,4998
18,100.0,4999
9,107.0,5000
33,109.0,5002
11,91.33333587646484,5003
1,53.0,5005
11,97.0,5007
29,124.66666412353516,5008
8,134.6666717529297,5011
34,97.77777862548828,5021
2,41.0,5024
23,93.0,5026
28,89.33333587646484,5028
34,103.66666412353516,5029
1,101.33333587646484,5032
11,90.0,5034
4,131.3333282470703,5041
9,45.0,5042
2,106.0,5044
4,56.0,5049
1,88.0,5057
27,91.33333587646484,5063
23,109.0,5068
25,126.33333587646484,5075
1,142.6666717529297,5083
12,130.0,5084
12,71.0,5085
14,93.0,5091
1,115.0,5092
1,87.0,5093
11,127.0,5094
10,79.33333587646484,5097
3,110.0,5099
18,65.0,5102
2,113.0,5103
14,93.0,5112
1,133.0,5115
1,88.0,5116
2,130.0,5118
8,111.33333587646484,5121
1,111.0,5122
18,76.0,5127
21,76.0,5128
5,61.0,5129
3,66.0,5136
6,77.33333587646484,5137
1,92.33333587646484,5138
1,120.66666412353516,5146
34,43.0,5150
16,100.0,5154
17,127.0,5159
34,75.0,5162
4,55.0,5167
2,98.0,5168
18,84.0,5169
17,139.0,5173
2,77.66666412353516,5176
34,140.0,5177
2,47.0,5178
34,137.11111450195312,5183
6,98.0,5185
5,100.33333587646484,5186
33,141.0,5193
5,91.0,5194
17,114.0,5197
2,141.0,5200
1,113.0,5201
1,84.0,5207
34,128.3333282470703,5210
26,89.0,5211
1,116.0,5212
18,140.0,5213
10,35.0,5219
6,133.0,5220
23,123.0,5221
1,100.0,5226
1,88.0,5229
34,131.0,5245
1,96.0,5249
11,102.0,5251
1,73.33333587646484,5253
10,108.66666412353516,5257
22,150.0,5267
1,126.0,5273
1,90.66666412353516,5278
7,119.0,5279
18,139.0,5285
6,98.0,5288
1,139.0,5291
7,100.0,5293
1,85.0,5294
5,122.66666412353516,5304
1,109.0,5311
17,102.0,5312
18,141.0,5317
1,82.0,5318
9,99.0,5322
15,95.88888549804688,5330
1,150.0,5332
1,77.0,5333
1,127.0,5345
1,66.0,5349
8,143.6666717529297,5352
6,64.0,5354
17,106.0,5358
4,128.0,5361
34,134.77777099609375,5362
5,138.0,5365
28,90.0,5374
26,121.0,5377
25,130.0,5378
17,136.0,5379
1,84.0,5380
1,129.0,5385
21,144.3333282470703,5388
23,94.0,5392
2,44.0,5397
5,77.33333587646484,5398
11,68.33333587646484,5400
3,126.66666412353516,5401
1,76.0,5403
6,90.0,5414
21,99.0,5416
18,93.0,5418
18,75.0,5419
7,132.0,5422
3,137.0,5425
1,99.0,5435
4,128.0,5437
16,128.6666717529297,5443
4,147.0,5445
21,43.0,5447
1,111.0,5451
17,132.0,5459
21,94.0,5474
7,62.0,5481
17,102.0,5482
24,127.0,5502
33,134.0,5503
1,102.0,5506
24,75.0,5513
15,120.33333587646484,5515
2,76.22222137451172,5520
18,111.66666412353516,5523
1,127.0,5525
5,65.0,5526
15,111.0,5532
1,91.0,5538
7,105.0,5547
3,134.0,5550
14,45.0,5556
1,135.0,5558
25,123.0,5562
11,96.0,5565
5,105.0,5569
32,90.0,5574
1,145.0,5575
22,111.0,5576
15,98.33333587646484,5578
27,127.0,5581
1,62.0,5586
18,92.0,5587
18,93.0,5599
34,116.0,5600
4,133.0,5606
23,127.0,5607
7,88.0,5616
1,102.0,5620
31,149.0,5623
34,127.66666412353516,5625
16,127.0,5636
1,75.0,5637
1,86.0,5639
6,57.66666793823242,5640
9,76.0,5642
1,144.0,5643
5,67.0,5647
1,78.0,5653
33,63.0,5658
2,53.33333206176758,5667
15,69.0,5668
34,114.0,5671
2,72.66666412353516,5672
17,88.0,5676
28,146.3333282470703,5678
2,141.44444274902344,5684
6,93.44444274902344,5690
15,70.0,5692
34,139.0,5694
4,101.33333587646484,5702
1,116.0,5704
16,54.0,5707
18,99.0,5711
1,61.0,5713
10,119.0,5719
30,111.0,5723
1,93.33333587646484,5724
4,111.0,5725
25,94.0,5732
10,135.0,5734
1,101.66666412353516,5735
15,58.0,5738
6,112.0,5744
25,77.0,5747
11,83.11111450195312,5749
15,148.0,5750
23,85.33333587646484,5753
4,144.0,5754
7,88.66666412353516,5756
7,101.0,5757
23,113.0,5759
10,141.0,5760
2,95.0,5761
34,74.66666412353516,5771
8,65.0,5773
9,126.0,5778
1,127.0,5789
1,85.0,5795
34,79.0,5799
1,139.0,5803
34,144.0,5810
17,45.66666793823242,5817
6,96.33333587646484,5822
1,23.0,5824
1,94.0,5826
17,132.0,5827
4,75.0,5829
1,92.66666412353516,5833
4,111.33333587646484,5835
1,137.6666717529297,5836
1,109.33333587646484,5838
18,131.6666717529297,5840
1,144.0,5845
25,98.33333587646484,5848
27,122.0,5849
1,84.0,5851
7,100.0,5854
6,125.44444274902344,5857
26,143.0,5861
13,124.0,5865
11,122.0,5870
33,132.3333282470703,5872
13,59.0,5875
7,137.3333282470703,5879
1,132.0,5883
1,55.0,5886
4,123.0,5890
11,114.0,5895
4,94.0,5897
1,90.0,5902
1,146.0,5904
12,129.6666717529297,5907
16,105.0,5911
3,131.0,5915
4,91.66666412353516,5916
18,144.11111450195312,5920
26,108.55555725097656,5921
17,127.0,5926
34,107.0,5930
27,101.0,5932
1,105.0,5933
16,110.0,5936
7,121.0,5937
9,112.0,5940
1,97.0,5942
1,151.0,5945
34,83.33333587646484,5949
11,89.0,5951
1,85.0,5952
25,119.0,5954
1,115.33333587646484,5962
4,62.0,5971
7,52.33333206176758,5973
2,113.0,5974
17,58.0,5978
18,96.66666412353516,5983
7,45.0,5984
18,85.0,5986
1,148.0,5989
1,44.0,5990
5,123.33333587646484,5998
33,138.0,6002
2,134.0,6007
18,136.0,6011
12,61.0,6013
1,118.88888549804688,6029
2,62.0,6030
14,117.0,6035
18,134.77777099609375,6047
1,96.66666412353516,6050
1,59.0,6060
16,125.0,6064
4,135.0,6065
4,96.0,6070
18,136.0,6077
1,88.66666412353516,6080
6,98.33333587646484,6081
34,121.0,6086
34,91.33333587646484,6094
22,113.0,6095
9,132.0,6100
1,95.66666412353516,6101
1,103.0,6103
16,71.0,6105
1,56.66666793823242,6109
18,84.0,6118
1,127.0,6119
4,116.0,6120
34,73.0,6123
16,109.0,6125
4,151.0,6131
30,68.0,6132
1,109.0,6156
1,126.0,6157
17,92.0,6163
10,100.0,6165
24,119.66666412353516,6166
7,71.0,6169
11,122.0,6171
1,47.0,6172
1,90.66666412353516,6176
3,81.0,6177
1,105.33333587646484,6179
14,132.0,6185
11,106.0,6192
14,94.0,6202
18,111.0,6203
1,144.0,6206
6,104.0,6209
2,83.33333587646484,6211
1,52.0,6218
17,90.0,6220
10,103.0,6222
11,139.0,6224
8,66.0,6227
18,139.0,6228
17,113.0,6231
17,140.0,6235
22,129.0,6239
7,99.0,6240
15,116.33333587646484,6242
1,106.66666412353516,6257
2,141.0,6266
33,136.0,6268
26,72.66666412353516,6270
7,106.0,6275
18,118.0,6279
1,83.0,6283
1,77.44444274902344,6288
4,130.0,6292
17,75.33333587646484,6297
14,92.0,6299
17,131.0,6300
11,68.0,6302
2,87.0,6303
26,120.0,6316
17,124.0,6322
5,51.33333206176758,6324
8,83.0,6325
11,105.0,6334
18,98.0,6335
34,147.3333282470703,6336
34,43.0,6343
30,128.3333282470703,6344
1,82.0,6346
1,87.0,6347
4,65.0,6351
10,113.0,6355
10,90.0,6358
1,88.0,6359
17,134.0,6362
16,35.0,6365
18,124.0,6367
26,102.0,6374
18,93.0,6380
34,67.0,6383
1,99.0,6384
1,112.66666412353516,6389
22,93.0,6391
18,104.66666412353516,6393
23,105.0,6396
8,102.0,6398
2,84.0,6402
10,104.66666412353516,6405
21,109.0,6409
18,78.0,6419
17,110.0,6421
5,141.0,6425
2,109.0,6429
30,129.0,6433
26,139.0,6436
27,75.0,6446
7,90.0,6448
1,132.3333282470703,6452
17,130.0,6454
9,98.0,6455
8,98.0,6458
18,95.0,6459
2,22.0,6462
1,135.0,6465
7,151.6666717529297,6466
1,86.33333587646484,6468
11,100.0,6469
34,138.0,6470
2,137.0,6480
1,121.33333587646484,6482
15,128.0,6483
1,126.33333587646484,6486
2,106.33333587646484,6495
10,95.66666412353516,6498
17,150.0,6499
18,143.0,6500
18,143.0,6502
3,119.0,6505
35,83.0,6510
9,99.0,6511
13,123.0,6513
2,78.0,6515
25,130.0,6518
17,122.0,6521
1,147.6666717529297,6523
1,122.0,6525
2,137.0,6529
18,94.0,6534
6,79.33333587646484,6535
5,50.0,6542
1,102.33333587646484,6543
24,101.0,6544
21,96.0,6548
12,84.33333587646484,6550
5,67.0,6553
21,113.0,6555
3,150.0,6559
7,92.33333587646484,6561
18,92.0,6563
23,125.0,6565
2,77.66666412353516,6566
11,112.0,6570
4,96.0,6571
2,118.33333587646484,6573
4,124.0,6574
24,132.0,6578
17,120.0,6579
1,129.0,6592
1,36.66666793823242,6593
30,143.0,6594
7,94.38900756835938,6596
11,70.0,6601
17,138.0,6617
4,115.0,6619
17,113.33333587646484,6624
5,88.33333587646484,6628
27,56.0,6629
7,110.44444274902344,6634
16,122.33333587646484,6642
33,88.0,6650
26,88.0,6651
25,119.0,6652
30,114.0,6654
1,70.66666412353516,6655
30,143.0,6657
16,114.0,6662
32,50.66666793823242,6665
18,83.33333587646484,6666
1,71.0,6667
1,52.66666793823242,6672
1,136.0,6675
15,132.0,6676
2,129.0,6683
3,104.0,6688
23,126.0,6689
1,94.0,6691
5,91.44444274902344,6700
2,130.0,6704
16,95.0,6707
4,83.0,6710
11,130.0,6715
23,119.66666412353516,6718
10,102.0,6719
23,127.0,6723
3,50.0,6728
9,110.0,6733
16,121.0,6735
4,110.0,6738
4,74.66666412353516,6746
30,142.0,6753
6,112.0,6754
23,109.0,6762
26,136.0,6763
1,80.0,6768
11,131.0,6769
17,151.0,6773
15,106.0,6776
4,115.0,6780
21,118.33333587646484,6782
18,95.0,6783
1,96.66666412353516,6784
9,67.0,6790
34,118.0,6794
4,130.0,6795
8,65.0,6806
1,143.0,6807
2,116.33333587646484,6808
1,74.0,6810
8,54.0,6811
33,120.0,6812
16,103.0,6816
11,55.0,6818
27,99.0,6820
10,127.0,6825
34,36.0,6833
11,91.0,6834
8,128.0,6837
18,135.0,6841
26,97.0,6849
8,112.0,6850
17,126.0,6851
27,87.0,6852
18,88.0,6862
29,125.0,6865
1,151.0,6872
1,151.0,6876
30,105.0,6879
9,77.0,6886
17,139.0,6889
6,127.0,6890
7,62.0,6893
1,126.66666412353516,6894
1,139.6666717529297,6896
18,103.44444274902344,6897
4,122.66666412353516,6900
33,131.0,6905
9,83.0,6909
8,120.0,6911
1,129.0,6912
16,115.0,6913
31,65.0,6914
24,144.0,6915
1,143.0,6920
18,133.0,6923
2,100.0,6925
28,71.33333587646484,6932
4,115.33333587646484,6937
25,120.44444274902344,6947
17,101.0,6950
1,72.0,6957
5,90.0,6958
1,138.0,6959
24,81.0,6961
1,90.0,6964
7,111.0,6970
4,129.27401733398438,6971
1,143.3333282470703,6972
24,109.0,6973
4,70.0,6978
5,51.0,6980
23,134.0,6982
1,130.48239135742188,6985
33,104.88888549804688,6989
17,95.0,6991
18,136.0,6998
27,48.0,6999
15,70.0,7003
15,119.0,7007
1,114.0,7008
11,108.33333587646484,7013
34,100.88888549804688,7018
3,137.0,7020
22,110.0,7021
4,107.0,7034
4,131.0,7035
1,148.0,7046
15,99.0,7049
1,61.66666793823242,7050
16,107.0,7051
6,92.0,7059
15,143.0,7060
16,123.77777862548828,7061
21,100.0,7064
1,128.0,7080
18,82.0,7082
17,131.0,7086
1,129.0,7087
24,138.3333282470703,7096
16,82.0,7097
9,116.0,7099
2,97.33333587646484,7106
15,139.0,7110
1,114.0,7111
16,111.33333587646484,7112
18,74.0,7117
6,84.66666412353516,7118
8,62.33333206176758,7120
26,79.0,7121
2,88.0,7126
1,52.0,7129
5,91.0,7134
17,130.0,7138
21,95.0,7142
25,113.0,7143
23,103.0,7147
8,105.0,7149
6,90.0,7150
1,115.33333587646484,7172
11,125.0,7176
1,141.0,7182
33,44.66666793823242,7184
14,57.0,7189
2,125.0,7193
4,129.3333282470703,7194
30,119.0,7197
6,105.0,7200
7,67.0,7208
15,91.0,7210
1,124.0,7211
5,77.33333587646484,7221
16,149.0,7241
1,139.3333282470703,7243
9,105.0,7245
1,122.0,7246
7,93.66666412353516,7247
18,137.6666717529297,7248
14,86.0,7254
17,55.0,7256
10,35.0,7258
10,57.0,7265
1,85.33333587646484,7268
4,136.0,7271
7,90.0,7275
2,123.66666412353516,7276
1,121.33333587646484,7277
4,74.0,7285
4,135.0,7287
1,130.0,7288
5,95.0,7291
11,102.0,7295
1,147.3333282470703,7296
18,139.0,7297
1,147.0,7301
6,89.0,7303
1,98.33333587646484,7305
18,56.0,7307
10,141.0,7308
12,106.0,7310
26,116.0,7316
2,48.66666793823242,7317
18,118.0,7320
1,82.66666412353516,7321
30,82.33333587646484,7322
1,129.0,7323
11,107.0,7324
16,62.0,7327
2,86.33333587646484,7331
30,95.0,7332
1,95.0,7334
1,132.0,7335
4,128.0,7345
1,135.0,7347
5,127.66666412353516,7349
8,106.0,7351
1,146.0,7358
25,124.0,7359
33,98.0,7361
1,104.0,7365
18,81.0,7367
1,86.0,7375
6,91.33333587646484,7379
4,73.33333587646484,7382
25,114.66666412353516,7385
1,129.55555725097656,7387
24,118.0,7389
18,120.66666412353516,7401
4,98.0,7402
1,88.0,7403
11,142.0,7404
6,59.0,7405
20,89.33333587646484,7408
34,143.0,7414
5,92.0,7416
34,61.0,7419
5,90.0,7427
7,40.0,7435
1,143.6666717529297,7439
18,89.0,7443
6,115.0,7450
27,88.0,7456
25,134.0,7460
5,110.0,7461
4,91.66666412353516,7469
5,85.0,7470
34,136.3333282470703,7471
7,43.0,7474
27,75.66666412353516,7475
34,139.0,7476
7,116.0,7477
1,47.66666793823242,7478
25,110.0,7479
7,64.0,7481
3,66.0,7482
11,103.0,7488
1,86.0,7491
3,141.0,7495
15,127.0,7497
1,90.0,7513
19,69.0,7519
4,112.33333587646484,7526
1,140.0,7528
12,130.0,7530
11,119.0,7531
1,148.0,7533
34,49.33333206176758,7541
34,110.0,7544
9,111.0,7546
1,93.0,7553
4,120.33333587646484,7557
10,105.0,7562
29,101.0,7573
23,105.0,7578
11,138.11111450195312,7579
16,104.0,7585
2,127.66666412353516,7593
3,148.0,7596
34,118.0,7602
9,111.33333587646484,7604
7,64.0,7610
24,135.0,7613
1,86.0,7615
30,117.66666412353516,7618
18,111.0,7621
1,129.0,7624
23,107.0,7628
2,59.66666793823242,7635
10,107.0,7636
33,126.0,7637
30,117.66666412353516,7641
1,84.0,7642
1,88.66666412353516,7649
11,97.0,7651
33,44.66666793823242,7652
32,75.0,7653
2,81.0,7659
14,77.0,7663
1,127.0,7664
7,144.3333282470703,7665
18,105.33333587646484,7667
1,148.0,7669
9,113.0,7670
17,117.0,7679
26,134.0,7682
12,68.66666412353516,7690
33,125.0,7691
16,103.0,7693
16,37.0,7697
1,103.0,7698
30,120.0,7707
1,110.33333587646484,7710
34,81.66666412353516,7713
7,112.33333587646484,7718
16,135.0,7719
9,65.66666412353516,7720
17,143.0,7724
24,118.66666412353516,7725
33,99.55555725097656,7727
11,104.0,7732
34,94.0,7733
2,149.0,7734
22,89.0,7736
30,142.0,7742
6,115.0,7744
18,55.0,7745
2,92.0,7748
11,117.0,7750
16,115.33333587646484,7751
5,92.0,7755
2,97.55555725097656,7756
23,89.88888549804688,7757
4,53.0,7763
5,55.0,7764
10,135.0,7768
1,140.0,7774
4,107.33333587646484,7775
2,88.0,7776
18,89.0,7777
18,142.0,7778
2,87.0,7780
11,122.0,7781
1,88.33333587646484,7786
1,134.0,7787
17,138.0,7790
26,81.0,7793
7,96.66666412353516,7802
2,81.0,7803
25,94.0,7805
1,123.0,7811
1,92.0,7814
25,74.0,7816
33,135.0,7820
23,88.0,7822
1,144.0,7825
15,86.33333587646484,7826
5,118.0,7828
30,107.0,7830
17,92.0,7835
34,113.0,7837
27,107.0,7850
17,106.33333587646484,7860
18,57.0,7862
3,112.0,7866
14,118.88888549804688,7868
10,77.66666412353516,7869
1,90.33333587646484,7878
4,60.0,7880
17,136.6666717529297,7885
1,74.33333587646484,7892
2,19.33333396911621,7902
1,110.0,7903
17,115.0,7904
34,112.33333587646484,7905
18,83.0,7906
4,63.0,7911
27,89.0,7914
17,143.0,7917
3,137.0,7922
30,94.0,7925
3,124.0,7928
4,125.0,7935
26,134.0,7938
1,125.0,7940
12,98.0,7942
23,111.0,7944
30,136.6666717529297,7947
7,100.0,7948
18,111.33333587646484,7955
17,101.33333587646484,7959
1,84.0,7961
2,7.333333492279053,7963
18,111.0,7970
18,43.66666793823242,7974
1,138.0,7976
13,101.0,7978
4,110.0,7981
15,73.0,7984
12,92.0,7985
17,72.0,7988
16,131.88888549804688,7989
1,96.0,7991
5,119.33333587646484,7992
34,128.6666717529297,7996
18,84.33333587646484,7997
1,119.0,8002
30,114.66666412353516,8009
1,143.0,8010
7,112.66666412353516,8013
8,84.66666412353516,8020
2,59.0,8023
6,119.0,8029
21,78.0,8034
18,137.0,8043
22,95.66666412353516,8044
16,76.0,8046
1,134.0,8050
34,131.0,8052
18,78.66666412353516,8057
12,90.0,8058
25,134.0,8061
1,62.0,8062
11,131.0,8063
12,116.0,8068
1,141.0,8069
1,135.3333282470703,8075
6,77.33333587646484,8076
12,151.0,8079
18,112.33333587646484,8081
5,62.0,8085
9,105.33333587646484,8093
17,120.66666412353516,8103
1,119.0,8104
1,148.0,8109
5,88.0,8121
1,99.0,8122
12,100.33333587646484,8124
18,50.0,8125
18,123.0,8127
5,91.66666412353516,8129
7,83.0,8132
18,106.0,8134
34,49.0,8137
4,113.0,8152
5,95.0,8153
7,118.0,8154
2,88.33333587646484,8162
12,140.0,8181
31,148.0,8187
23,123.66666412353516,8191
7,125.0,8192
23,131.0,8195
4,78.66666412353516,8199
17,79.0,8202
1,58.66666793823242,8203
7,141.0,8204
18,113.0,8205
18,119.0,8206
18,99.33333587646484,8208
17,111.0,8209
13,131.0,8210
16,114.0,8220
18,119.0,8223
17,138.0,8224
27,91.0,8227
23,86.88888549804688,8233
4,145.0,8234
5,88.0,8238
2,124.0,8241
18,89.0,8248
33,150.0,8252
1,121.0,8256
34,66.0,8258
1,114.0,8259
1,121.0,8260
1,128.0,8261
18,90.0,8264
18,127.33333587646484,8266
16,63.0,8269
5,62.0,8272
1,43.0,8275
16,130.0,8278
16,82.0,8281
7,118.33333587646484,8284
21,130.0,8287
24,100.0,8290
1,141.6666717529297,8293
18,90.33333587646484,8295
1,151.0,8296
11,123.0,8299
18,97.0,8302
34,149.0,8303
15,94.66666412353516,8304
25,146.0,8306
17,128.0,8307
27,62.0,8317
5,102.0,8318
29,134.0,8322
4,121.33333587646484,8326
30,55.33333206176758,8333
2,144.0,8341
1,119.0,8343
2,56.0,8344
26,128.3333282470703,8345
1,135.0,8347
2,99.33333587646484,8355
1,127.33333587646484,8356
14,140.0,8358
23,94.0,8368
33,145.11111450195312,8371
18,114.33333587646484,8372
11,124.33333587646484,8380
11,138.0,8383
28,64.0,8387
26,152.6666717529297,8393
1,144.0,8394
1,15.666666984558105,8395
1,127.0,8397
31,95.0,8406
1,149.0,8411
11,91.0,8413
6,90.66666412353516,8415
5,138.0,8420
33,70.0,8421
32,138.0,8425
1,105.66666412353516,8429
4,101.77777862548828,8430
23,78.33333587646484,8433
34,113.0,8444
2,105.0,8445
1,99.66666412353516,8448
1,150.0,8449
12,129.0,8454
34,74.66666412353516,8455
18,112.66666412353516,8457
27,110.0,8460
10,90.0,8462
7,83.0,8465
33,138.0,8475
2,67.0,8478
26,65.0,8479
17,128.0,8480
5,129.0,8481
33,109.0,8482
18,102.0,8484
15,98.33333587646484,8485
6,57.0,8488
8,107.0,8491
33,46.0,8493
2,113.0,8495
2,118.0,8499
16,106.0,8500
16,65.0,8501
18,118.0,8506
27,79.0,8513
27,73.66666412353516,8518
1,96.66666412353516,8521
11,92.33333587646484,8523
14,45.0,8526
33,130.6666717529297,8537
1,108.0,8538
3,99.0,8540
16,118.0,8550
4,127.0,8552
11,101.0,8553
4,56.0,8559
4,76.0,8563
1,133.0,8564
32,113.66666412353516,8568
24,85.0,8569
21,99.0,8574
26,81.33333587646484,8575
28,137.3333282470703,8585
17,126.0,8588
7,126.66666412353516,8589
21,118.0,8590
2,58.77777862548828,8592
12,101.0,8596
8,82.0,8597
6,69.22222137451172,8602
2,103.0,8603
2,89.0,8604
18,114.0,8612
15,64.66666412353516,8613
26,138.0,8614
17,145.0,8615
30,120.66666412353516,8621
1,89.66666412353516,8622
2,145.0,8626
6,88.0,8631
1,73.0,8632
23,101.0,8634
1,133.0,8635
1,137.0,8637
2,101.0,8640
2,120.66666412353516,8644
2,114.0,8645
26,77.0,8646
15,70.0,8651
1,93.0,8652
26,142.0,8654
6,89.33333587646484,8657
1,70.0,8658
5,106.0,8659
2,127.0,8660
1,107.0,8662
2,99.33333587646484,8663
4,73.0,8664
17,88.66666412353516,8666
1,136.0,8667
1,133.3333282470703,8668
2,107.66666412353516,8677
17,138.0,8680
6,114.0,8681
6,65.0,8683
18,49.66666793823242,8684
1,112.0,8689
1,128.0,8692
7,98.66666412353516,8705
34,92.66666412353516,8706
1,76.0,8707
26,122.0,8708
30,76.0,8709
17,135.0,8715
1,135.6666717529297,8720
22,118.0,8726
22,69.0,8730
18,71.33333587646484,8736
6,127.0,8742
18,137.6666717529297,8746
1,133.0,8748
1,81.0,8749
20,110.33333587646484,8752
4,54.66666793823242,8753
1,125.0,8754
1,122.0,8758
1,48.0,8761
1,117.0,8767
1,135.0,8768
1,122.33333587646484,8776
1,96.0,8781
1,53.0,8785
23,112.0,8790
1,95.22222137451172,8791
6,139.0,8794
1,92.0,8798
1,71.66666412353516,8801
34,141.0,8802
11,108.0,8803
7,128.0,8805
2,72.22222137451172,8810
30,122.0,8814
18,77.0,8820
6,85.0,8821
8,77.0,8824
14,76.0,8826
34,102.0,8828
4,61.0,8831
6,105.0,8833
8,66.0,8834
27,96.22222137451172,8835
2,120.0,8838
18,94.0,8843
5,81.0,8848
34,132.3333282470703,8851
7,63.0,8853
7,71.33333587646484,8855
5,97.33333587646484,8859
4,55.66666793823242,8860
1,91.0,8861
1,141.0,8862
23,142.0,8865
4,148.0,8866
1,82.33333587646484,8874
24,127.0,8878
17,53.33333206176758,8881
2,107.0,8882
1,97.0,8884
7,89.0,8888
27,86.33333587646484,8889
4,88.0,8890
21,118.0,8894
4,144.0,8895
16,123.0,8898
2,124.0,8900
2,83.0,8904
2,75.33333587646484,8906
11,133.0,8909
5,139.0,8910
1,90.66666412353516,8913
2,120.0,8914
2,123.0,8918
16,114.33333587646484,8924
2,108.0,8934
25,136.0,8935
11,63.66666793823242,8939
2,84.0,8947
5,43.0,8949
10,79.0,8951
3,111.0,8957
5,114.66666412353516,8966
4,143.0,8976
33,34.66666793823242,8979
4,56.0,8984
6,148.0,8986
26,66.0,8987
11,63.66666793823242,8988
4,86.0,8990
1,131.0,8991
34,146.0,8992
17,85.0,8993
9,105.0,9002
16,98.0,9005
18,53.0,9007
6,139.0,9010
15,119.0,9018
7,77.33333587646484,9019
34,84.33333587646484,9022
8,123.0,9023
32,129.3333282470703,9026
1,81.0,9030
1,122.0,9035
2,72.0,9037
5,53.66666793823242,9038
11,98.0,9040
18,139.0,9043
4,108.0,9048
1,134.0,9059
1,96.0,9060
22,114.0,9068
1,97.0,9075
11,116.0,9085
14,112.0,9095
9,138.0,9100
17,124.33333587646484,9101
18,98.88888549804688,9103
7,109.33333587646484,9110
18,92.0,9111
18,66.0,9114
1,90.0,9115
14,130.0,9116
1,83.33333587646484,9126
2,20.0,9129
15,136.0,9140
4,78.0,9142
6,100.0,9143
17,123.0,9144
21,78.0,9151
6,96.0,9154
8,94.0,9157
18,89.66666412353516,9166
15,93.0,9167
7,141.0,9169
23,125.0,9174
34,124.0,9175
13,129.0,9178
1,89.0,9181
10,137.0,9182
4,49.0,9184
34,145.6666717529297,9185
29,142.0,9186
4,146.0,9192
7,141.0,9196
1,112.0,9198
7,105.33333587646484,9200
1,120.33333587646484,9201
7,139.0,9203
33,37.0,9206
1,92.0,9208
1,139.0,9213
1,127.0,9222
7,129.0,9224
26,90.0,9227
2,87.0,9229
10,82.0,9230
1,108.0,9238
4,90.0,9239
27,134.0,9241
15,74.0,9246
1,132.3333282470703,9247
18,68.66666412353516,9248
1,87.33333587646484,9249
7,105.0,9251
11,47.0,9252
34,132.0,9254
34,46.0,9255
24,107.0,9256
17,125.0,9258
34,85.0,9259
2,66.0,9261
23,50.0,9264
26,42.33333206176758,9269
7,99.66666412353516,9274
1,125.0,9275
1,141.0,9277
1,92.0,9287
6,95.0,9288
15,129.0,9299
8,134.0,9302
16,93.0,9305
15,98.33333587646484,9310
3,133.3333282470703,9311
34,148.0,9312
1,147.0,9313
33,103.33333587646484,9319
30,86.0,9321
7,119.66666412353516,9325
34,125.0,9328
1,130.0,9334
18,110.0,9336
1,69.33333587646484,9337
1,59.0,9341
23,127.0,9342
10,75.0,9346
5,108.88888549804688,9350
1,92.0,9353
1,116.0,9354
25,100.0,9355
11,142.0,9357
1,133.0,9359
33,134.3333282470703,9361
9,91.0,9363
11,126.0,9367
4,145.6666717529297,9370
7,127.66666412353516,9371
27,71.0,9375
13,121.0,9378
4,127.0,9384
1,127.0,9386
34,132.6666717529297,9388
26,77.0,9389
26,43.0,9390
27,141.6666717529297,9391
23,129.0,9395
26,141.0,9405
26,125.0,9406
2,28.33333396911621,9408
1,123.0,9410
12,98.33333587646484,9412
7,100.0,9416
6,63.0,9418
14,64.0,9420
1,87.0,9424
17,101.66666412353516,9425
17,45.88888931274414,9428
6,92.0,9429
16,60.0,9432
1,67.0,9444
2,65.66666412353516,9446
17,97.22222137451172,9449
22,140.0,9451
7,109.0,9457
1,139.0,9461
5,138.0,9466
1,97.66666412353516,9468
31,131.0,9469
34,137.0,9471
1,94.0,9475
7,77.33333587646484,9486
3,82.0,9490
12,111.0,9491
17,138.6666717529297,9499
7,94.0,9500
7,81.0,9507
1,110.0,9514
7,116.0,9516
21,76.0,9526
17,85.0,9528
2,139.0,9530
4,146.0,9531
14,119.0,9533
34,59.33333206176758,9534
34,116.0,9541
1,87.0,9542
2,35.66666793823242,9545
1,140.6666717529297,9547
34,49.33333206176758,9550
4,61.0,9553
11,72.0,9559
17,117.33333587646484,9560
25,125.0,9563
17,116.0,9566
1,129.0,9568
18,83.0,9569
34,99.0,9576
5,91.0,9585
23,76.0,9590
4,107.0,9591
17,89.0,9594
33,95.0,9598
2,100.66666412353516,9605
18,104.0,9607
1,92.0,9617
23,142.0,9620
4,147.36207580566406,9621
14,80.0,9627
16,117.33333587646484,9636
18,141.0,9639
14,112.0,9641
1,146.0,9642
10,122.66666412353516,9643
11,70.0,9647
25,117.66666412353516,9651
4,133.0,9661
1,75.33333587646484,9662
29,113.0,9664
13,123.0,9669
1,46.0,9674
5,129.0,9682
7,143.0,9686
20,106.0,9688
17,122.33333587646484,9691
30,125.33333587646484,9694
18,85.0,9700
6,82.66666412353516,9701
1,136.6666717529297,9707
17,88.0,9709
2,88.66666412353516,9711
1,141.6666717529297,9713
10,115.0,9715
2,146.0,9719
1,34.33333206176758,9723
18,106.0,9726
17,138.0,9728
5,119.0,9734
6,123.0,9736
3,105.0,9738
4,131.0,9740
4,110.0,9742
33,93.0,9748
5,133.6666717529297,9749
17,105.0,9750
2,143.0,9751
22,124.0,9752
4,108.0,9765
