age,agbd,system:index
4,102.0,1302
10,117.0,1304
3,70.0,1307
17,117.0,1312
17,138.0,1315
6,143.0,1316
4,141.3333282470703,1317
6,135.0,1319
18,72.0,1321
7,102.0,1324
4,64.0,1326
7,74.0,1327
2,142.0,1330
4,112.0,1333
25,75.33333587646484,1345
1,125.0,1355
23,138.0,1356
26,148.0,1357
14,50.0,1358
11,114.66666412353516,1359
34,65.0,1362
4,84.0,1365
7,95.66666412353516,1371
1,129.0,1373
21,90.0,1380
34,125.0,1382
5,93.0,1384
7,145.0,1385
1,55.0,1404
11,76.66666412353516,1407
1,145.3333282470703,1408
4,141.0,1409
1,102.0,1414
2,78.33333587646484,1416
15,114.0,1420
4,140.6666717529297,1423
18,136.6666717529297,1426
1,137.3333282470703,1427
24,99.0,1428
1,126.0,1430
7,130.0,1431
30,95.0,1432
2,118.0,1433
1,129.0,1439
33,84.0,1441
22,135.6666717529297,1443
34,107.66666412353516,1447
18,139.0,1451
31,138.3333282470703,1459
12,121.33333587646484,1461
2,132.0,1463
18,103.0,1464
7,111.0,1469
11,120.0,1470
10,135.0,1474
2,141.3333282470703,1477
6,67.33333587646484,1478
7,89.0,1479
2,144.0,1484
3,78.0,1489
33,49.33333206176758,1495
2,66.0,1502
34,119.33333587646484,1506
23,121.0,1508
11,92.0,1515
3,115.0,1517
23,105.0,1518
17,103.0,1523
27,122.0,1527
5,117.0,1531
23,101.55555725097656,1533
1,128.0,1535
7,67.0,1538
14,60.66666793823242,1545
1,152.0,1547
23,88.66666412353516,1566
23,71.0,1569
18,124.0,1578
13,97.0,1583
18,105.0,1585
4,127.0,1586
2,94.0,1589
18,119.0,1590
26,100.0,1594
33,110.66666412353516,1598
4,114.66666412353516,1602
7,115.0,1604
17,76.0,1611
3,50.33333206176758,1615
2,147.6666717529297,1617
5,117.0,1621
30,144.3333282470703,1622
3,107.0,1628
11,96.0,1630
2,142.0,1631
11,90.0,1636
7,137.0,1639
1,33.0,1644
11,96.66666412353516,1647
1,129.0,1657
2,141.0,1661
2,69.0,1662
18,108.0,1670
2,93.66666412353516,1671
4,110.66666412353516,1672
26,54.0,1674
3,124.0,1680
2,65.66666412353516,1687
18,69.0,1697
1,129.0,1698
6,132.0,1701
4,119.0,1702
6,92.0,1708
4,85.33333587646484,1709
1,89.0,1713
23,129.0,1718
34,136.3333282470703,1719
21,133.0,1731
1,138.0,1733
1,90.0,1741
1,98.0,1745
18,122.0,1749
1,115.0,1750
21,113.0,1751
14,88.66666412353516,1752
25,145.3333282470703,1753
1,106.0,1755
2,59.0,1757
6,109.0,1758
15,119.33333587646484,1767
5,85.66666412353516,1769
4,85.0,1773
23,122.0,1774
4,120.0,1781
14,115.0,1789
27,68.0,1792
4,103.0,1793
1,140.0,1796
33,134.0,1803
5,72.88888549804688,1806
4,41.0,1812
2,134.0,1813
1,114.33333587646484,1820
34,95.0,1821
14,53.66666793823242,1827
10,86.0,1830
6,135.0,1831
2,68.0,1832
15,112.0,1833
1,132.6666717529297,1834
6,145.0,1835
1,117.0,1837
2,83.0,1839
4,45.66666793823242,1840
25,132.0,1841
2,46.0,1845
25,102.66666412353516,1847
34,148.0,1848
4,73.0,1852
1,131.0,1853
16,88.0,1854
2,96.33333587646484,1858
5,80.0,1859
30,148.0,1861
25,87.0,1864
1,127.0,1865
1,87.0,1867
18,66.0,1871
18,45.0,1874
15,100.0,1877
2,129.0,1879
1,85.0,1887
33,127.33333587646484,1890
2,125.0,1891
1,76.0,1895
8,116.66666412353516,1897
18,147.0,1898
23,121.0,1900
27,147.0,1903
6,55.0,1908
11,117.33333587646484,1913
11,108.0,1916
1,56.0,1918
15,79.0,1922
7,88.0,1924
4,92.0,1929
30,152.0,1930
11,112.0,1939
1,135.0,1942
12,83.0,1944
33,130.0,1948
6,131.0,1952
4,129.3333282470703,1953
2,133.6666717529297,1955
26,127.0,1959
23,128.0,1962
7,107.0,1966
7,65.0,1967
18,83.0,1971
11,130.0,1973
11,85.33333587646484,1979
2,125.0,1980
2,147.44444274902344,1982
7,122.0,1983
34,134.0,1984
8,127.0,1987
1,116.0,1990
11,93.0,1992
8,84.33333587646484,1995
7,140.0,1996
1,135.0,2008
21,106.33333587646484,2010
1,95.0,2014
1,87.0,2016
31,102.0,2019
13,146.0,2020
1,120.0,2022
4,145.0,2025
29,137.0,2026
5,43.0,2028
1,140.0,2032
3,47.33333206176758,2036
9,106.0,2037
3,101.0,2044
1,109.0,2045
11,102.0,2047
15,128.0,2050
5,105.0,2052
10,107.0,2053
4,101.33333587646484,2054
33,111.0,2056
6,133.0,2059
33,75.0,2060
5,70.0,2064
1,101.0,2065
11,122.0,2073
11,136.0,2077
4,124.0,2080
7,48.0,2082
4,56.0,2085
1,88.33333587646484,2088
18,93.0,2092
9,95.33333587646484,2093
28,139.0,2095
34,144.0,2097
4,139.0,2101
1,123.0,2102
4,105.66666412353516,2103
11,88.0,2104
6,56.33333206176758,2107
33,127.0,2109
1,123.0,2114
18,94.0,2117
7,96.66666412353516,2127
1,83.0,2136
12,74.33333587646484,2140
2,122.0,2142
16,104.33333587646484,2146
1,118.0,2151
30,106.0,2155
1,121.0,2157
10,83.88888549804688,2158
17,134.0,2161
17,92.0,2163
18,106.0,2166
27,87.0,2168
2,101.0,2174
1,135.0,2175
1,123.0,2176
1,132.0,2179
4,133.0,2185
2,55.0,2187
4,124.0,2190
4,126.0,2192
27,51.0,2194
14,95.0,2195
4,138.0,2199
13,44.0,2201
7,92.33333587646484,2202
1,70.0,2203
26,83.0,2205
31,132.0,2210
8,112.0,2216
1,94.0,2219
17,132.0,2222
27,124.33333587646484,2226
1,118.66666412353516,2229
6,91.33333587646484,2232
30,135.0,2233
6,112.0,2236
18,75.0,2237
25,118.0,2243
1,105.33333587646484,2246
11,97.33333587646484,2262
17,100.66666412353516,2267
1,99.33333587646484,2271
1,59.0,2274
26,137.0,2280
1,65.66666412353516,2293
4,132.0,2296
28,123.0,2302
14,98.0,2303
18,78.0,2305
4,149.0,2306
1,127.0,2307
23,106.0,2313
5,105.0,2317
10,71.0,2318
6,116.0,2319
6,96.0,2323
1,148.0,2324
1,78.0,2333
10,120.0,2339
1,126.0,2349
1,93.0,2350
17,140.6666717529297,2354
18,82.66666412353516,2355
25,102.0,2356
18,105.0,2359
17,132.6666717529297,2360
9,108.0,2362
16,135.6666717529297,2366
1,85.44444274902344,2367
26,146.0,2373
3,134.6666717529297,2375
1,138.0,2378
16,110.33333587646484,2380
34,43.0,2383
1,121.0,2384
8,110.0,2386
2,87.0,2389
25,131.6666717529297,2391
26,147.0,2396
17,118.33333587646484,2405
2,81.0,2408
7,69.0,2410
23,132.0,2413
17,56.0,2417
1,142.0,2419
26,79.66666412353516,2421
34,109.0,2422
2,64.0,2426
2,134.0,2429
7,131.6666717529297,2430
22,113.0,2438
23,66.0,2440
5,139.0,2441
10,102.0,2443
17,49.0,2450
9,68.0,2456
7,105.0,2457
23,90.0,2458
1,151.22222900390625,2462
4,126.0,2467
15,142.0,2469
1,92.0,2472
2,99.0,2474
9,143.3333282470703,2475
26,120.0,2476
7,95.0,2478
6,115.0,2479
1,108.0,2480
5,113.0,2489
3,57.33333206176758,2490
24,63.0,2492
7,114.0,2496
32,131.0,2498
8,98.0,2504
1,90.0,2509
2,86.0,2516
5,124.0,2520
17,78.0,2523
18,123.0,2528
10,126.0,2529
1,140.0,2530
6,57.66666793823242,2532
1,107.33333587646484,2547
18,93.0,2550
1,145.0,2552
1,89.66666412353516,2555
26,133.0,2561
10,117.0,2563
5,129.0,2565
1,149.0,2566
1,136.0,2568
9,77.0,2572
11,74.66666412353516,2575
26,68.0,2576
11,120.0,2577
5,64.33333587646484,2578
8,106.0,2581
34,142.0,2582
13,144.0,2586
26,121.0,2587
34,145.0,2593
2,87.33333587646484,2599
16,96.33333587646484,2605
15,67.0,2610
25,119.0,2613
33,89.33333587646484,2619
24,132.6666717529297,2622
1,103.66666412353516,2625
18,120.0,2628
5,134.0,2636
11,118.0,2637
34,104.0,2638
10,49.0,2643
17,129.0,2653
29,123.11111450195312,2655
34,102.0,2657
18,122.0,2664
10,146.0,2667
1,121.33333587646484,2668
4,105.0,2671
1,113.0,2674
4,121.33333587646484,2681
34,46.0,2685
17,124.33333587646484,2690
2,69.0,2692
27,83.0,2695
10,70.0,2701
1,60.0,2708
1,128.3333282470703,2710
26,130.44444274902344,2711
14,51.66666793823242,2717
12,78.0,2720
4,131.6666717529297,2726
26,89.66666412353516,2729
6,115.33333587646484,2730
34,91.33333587646484,2734
1,95.0,2737
15,108.66666412353516,2738
11,71.0,2740
2,92.33333587646484,2744
27,89.0,2746
15,102.66666412353516,2752
1,77.0,2754
1,78.0,2755
1,39.66666793823242,2756
32,75.0,2763
1,59.66666793823242,2767
34,77.0,2771
1,146.0,2776
1,95.0,2777
11,90.0,2783
10,138.0,2784
2,115.33333587646484,2787
6,87.0,2789
1,117.0,2791
17,79.66666412353516,2794
31,130.0,2796
4,131.0,2800
1,65.0,2802
2,93.0,2803
5,66.0,2808
18,133.0,2813
8,87.0,2816
1,127.33333587646484,2818
16,83.0,2819
7,95.66666412353516,2821
7,126.0,2834
21,75.0,2836
14,132.6666717529297,2838
1,82.33333587646484,2840
34,77.66666412353516,2848
4,41.66666793823242,2852
8,70.0,2864
23,145.0,2865
18,73.0,2871
4,102.0,2872
7,82.33333587646484,2873
11,101.0,2877
9,106.33333587646484,2878
27,85.66666412353516,2881
2,64.0,2882
1,71.0,2884
34,102.0,2890
27,61.66666793823242,2891
5,88.0,2894
23,134.6666717529297,2900
8,107.0,2902
21,96.0,2903
30,45.0,2907
31,131.0,2910
24,108.0,2913
18,123.33333587646484,2920
23,105.0,2921
18,85.0,2922
1,83.0,2927
11,139.0,2937
1,134.0,2939
17,116.0,2941
18,118.0,2944
3,77.0,2945
18,128.3333282470703,2946
2,82.0,2949
14,41.33333206176758,2950
5,80.66666412353516,2951
34,112.0,2952
5,143.0,2955
13,119.0,2956
5,108.66666412353516,2958
17,107.0,2960
11,87.0,2963
7,124.0,2964
4,120.0,2968
7,45.0,2976
17,138.3333282470703,2978
2,108.0,2980
1,45.22222137451172,2981
35,94.66666412353516,2982
11,139.6666717529297,2988
33,93.0,2992
34,110.0,2996
17,94.66666412353516,2997
26,120.0,3003
12,136.3333282470703,3009
2,96.0,3018
23,122.66666412353516,3020
18,73.0,3024
27,126.0,3033
1,110.0,3035
3,117.0,3037
4,137.0,3038
33,122.0,3041
17,108.66666412353516,3045
11,109.0,3048
18,78.0,3049
26,87.0,3050
9,89.0,3052
9,78.66666412353516,3061
27,92.0,3062
18,48.0,3064
6,135.3333282470703,3065
4,68.0,3066
18,63.0,3067
1,90.0,3071
17,112.0,3072
17,70.0,3078
7,81.0,3081
1,67.66666412353516,3089
3,121.0,3092
5,99.33333587646484,3095
26,120.0,3097
17,126.0,3102
1,144.44444274902344,3117
8,134.6666717529297,3119
17,138.0,3120
17,129.6666717529297,3122
18,74.66666412353516,3133
16,135.3333282470703,3136
1,136.0,3139
3,134.0,3147
16,64.0,3149
5,128.6666717529297,3156
29,129.6666717529297,3163
7,121.66666412353516,3169
11,138.0,3170
26,140.3333282470703,3173
1,123.66666412353516,3174
2,148.0,3178
5,124.0,3185
18,88.0,3187
3,64.0,3200
1,97.33333587646484,3201
4,121.0,3203
32,131.0,3204
1,143.0,3207
15,139.0,3210
24,95.0,3212
1,130.0,3213
11,99.0,3214
1,140.0,3220
7,109.0,3222
34,72.0,3225
34,142.3333282470703,3226
1,100.33333587646484,3228
2,150.0,3229
17,138.0,3230
1,43.0,3231
26,102.0,3241
1,147.0,3246
1,135.0,3247
26,126.0,3249
1,112.0,3252
31,142.0,3256
1,104.66666412353516,3259
6,81.0,3260
26,143.0,3272
7,125.0,3276
2,92.33333587646484,3277
6,99.66666412353516,3279
9,86.0,3280
1,109.0,3288
1,115.88888549804688,3290
12,100.0,3295
5,106.66666412353516,3296
7,86.0,3300
7,92.33333587646484,3309
4,103.0,3310
34,132.0,3313
11,105.0,3314
7,75.0,3322
34,77.88888549804688,3327
7,74.0,3328
34,104.33333587646484,3330
24,98.0,3333
12,117.0,3334
3,119.33333587646484,3337
18,114.0,3338
2,54.0,3342
19,56.0,3343
6,100.0,3345
23,132.0,3347
1,134.3333282470703,3348
1,98.0,3349
3,125.33333587646484,3352
26,150.0,3355
4,136.6666717529297,3358
30,101.0,3365
1,142.3333282470703,3368
18,108.0,3369
6,105.0,3371
27,104.0,3372
1,118.0,3374
11,105.0,3375
1,38.66666793823242,3378
2,143.0,3382
34,146.0,3384
25,142.0,3387
21,73.0,3391
5,98.0,3393
23,98.66666412353516,3397
8,128.0,3399
1,122.11111450195312,3402
34,103.0,3413
17,121.0,3415
1,135.3333282470703,3423
13,59.0,3427
11,137.3333282470703,3431
23,109.0,3432
4,139.0,3435
7,35.0,3439
17,118.33333587646484,3440
2,51.0,3447
1,133.22222900390625,3452
5,69.66666412353516,3453
34,143.0,3454
30,60.0,3458
4,123.66666412353516,3463
4,139.0,3472
1,92.0,3476
30,78.0,3479
1,134.3333282470703,3480
5,137.3333282470703,3481
1,90.0,3483
17,88.0,3492
4,57.0,3494
26,57.0,3496
18,102.0,3500
2,133.3333282470703,3504
34,129.44444274902344,3508
7,71.77777862548828,3510
10,141.0,3513
2,147.0,3516
4,93.0,3517
4,68.0,3522
23,131.6666717529297,3530
3,128.0,3537
7,119.66666412353516,3539
1,129.0,3541
1,139.0,3544
2,50.0,3546
3,124.0,3547
31,45.33333206176758,3548
34,113.0,3551
1,79.0,3554
1,129.0,3569
23,117.0,3570
25,110.0,3580
1,100.0,3582
11,78.0,3583
10,89.55555725097656,3587
1,44.0,3588
1,79.0,3590
6,122.66666412353516,3600
30,123.0,3601
18,100.0,3605
14,57.0,3614
18,110.0,3615
1,81.0,3618
2,150.0,3619
21,119.0,3624
4,100.0,3626
34,95.0,3632
6,90.0,3635
14,149.0,3642
1,111.0,3645
11,115.0,3646
1,113.0,3653
6,82.0,3655
9,133.0,3656
17,73.33333587646484,3658
15,83.44444274902344,3661
33,144.0,3666
13,113.33333587646484,3668
1,102.0,3669
7,132.0,3671
10,127.0,3672
17,99.0,3673
1,33.0,3690
5,142.0,3694
1,101.0,3695
11,88.0,3698
6,42.0,3710
1,96.0,3712
7,67.0,3715
23,126.11111450195312,3716
1,90.66666412353516,3718
26,95.0,3724
11,90.0,3726
1,95.0,3729
11,86.0,3730
17,107.0,3733
2,145.0,3736
4,104.0,3743
1,121.0,3745
28,112.0,3748
7,113.33333587646484,3751
8,124.66666412353516,3753
2,118.0,3755
34,100.0,3760
32,83.0,3761
1,115.0,3763
2,150.0,3765
18,119.0,3767
18,65.33333587646484,3769
7,137.0,3773
4,86.33333587646484,3776
10,115.0,3778
18,133.0,3782
33,134.0,3785
18,113.0,3792
1,142.0,3793
16,82.0,3799
9,88.0,3805
1,95.0,3806
14,135.0,3808
11,120.0,3813
1,113.0,3814
23,111.0,3815
1,75.0,3822
6,139.0,3827
1,142.0,3833
1,96.66666412353516,3839
34,141.0,3841
15,107.33333587646484,3844
18,101.0,3847
5,105.0,3848
14,55.0,3850
17,109.0,3851
18,62.0,3852
5,119.0,3853
16,80.22222137451172,3854
22,143.0,3856
23,125.66666412353516,3859
18,126.0,3866
16,94.0,3867
1,98.0,3873
9,86.0,3875
3,126.0,3877
16,126.33333587646484,3881
1,148.0,3882
7,111.0,3884
17,67.33333587646484,3891
5,86.0,3892
1,46.66666793823242,3903
31,129.0,3918
2,41.0,3920
16,123.0,3921
3,79.0,3924
1,109.0,3925
6,78.0,3926
17,129.0,3930
27,51.0,3932
1,37.0,3933
1,106.66666412353516,3940
15,139.0,3943
1,103.0,3948
1,146.6666717529297,3949
12,121.66666412353516,3950
2,71.0,3961
10,139.6666717529297,3965
12,146.0,3969
1,127.0,3970
15,109.0,3972
23,94.0,3978
7,81.0,3983
1,91.0,3988
4,127.66666412353516,3997
11,120.0,3999
2,104.0,4005
2,105.0,4012
32,135.0,4017
2,126.0,4020
1,112.0,4027
3,91.0,4030
1,109.66666412353516,4034
1,117.33333587646484,4036
17,148.0,4047
4,70.0,4050
11,109.0,4055
12,92.0,4056
6,71.0,4057
18,99.0,4059
1,106.0,4065
4,130.6666717529297,4068
12,124.0,4069
4,142.0,4070
22,96.0,4071
34,64.0,4072
4,69.33333587646484,4073
17,71.0,4075
5,124.0,4079
15,127.33333587646484,4081
1,125.0,4086
6,95.0,4088
17,114.0,4098
1,109.0,4111
23,113.0,4115
23,75.66666412353516,4123
14,130.0,4124
22,88.0,4130
34,93.66666412353516,4131
4,82.0,4135
1,99.0,4136
17,134.0,4137
8,109.0,4142
17,32.66666793823242,4151
1,84.0,4152
16,104.0,4156
6,97.0,4162
34,89.0,4163
3,37.0,4164
11,98.0,4168
1,118.0,4174
7,64.0,4175
27,136.0,4177
1,136.0,4179
5,74.0,4180
5,62.0,4185
21,72.0,4187
1,125.0,4193
30,135.0,4195
4,139.0,4197
31,141.6666717529297,4198
20,97.0,4202
21,90.0,4203
34,43.66666793823242,4205
7,89.0,4207
11,43.0,4211
18,140.0,4214
15,114.0,4219
5,84.33333587646484,4238
18,112.0,4245
11,130.0,4254
16,99.0,4256
17,141.0,4257
2,137.0,4260
16,109.0,4266
10,80.0,4268
15,89.0,4275
32,141.3333282470703,4277
33,129.0,4279
5,22.0,4282
2,44.66666793823242,4286
1,130.6666717529297,4291
8,142.0,4294
2,95.0,4296
1,140.0,4299
24,147.0,4301
1,141.0,4304
11,109.0,4306
1,88.0,4309
7,137.0,4310
17,98.66666412353516,4311
10,89.66666412353516,4313
34,115.0,4315
1,69.33333587646484,4324
3,132.0,4326
6,111.0,4329
5,91.0,4331
1,43.66666793823242,4334
4,114.0,4338
10,133.0,4340
7,97.0,4343
1,89.33333587646484,4348
1,130.3333282470703,4350
25,120.33333587646484,4354
30,143.0,4361
18,98.33333587646484,4362
6,124.0,4363
4,135.0,4364
12,137.3333282470703,4367
1,142.0,4369
2,52.0,4372
1,119.33333587646484,4379
2,115.0,4380
24,47.88888931274414,4383
34,105.77777862548828,4384
15,85.0,4385
34,135.6666717529297,4386
1,93.0,4387
4,99.0,4388
2,142.0,4390
34,135.0,4395
34,148.0,4398
2,142.0,4401
18,137.0,4406
4,68.0,4408
4,60.66666793823242,4409
17,108.0,4411
17,120.0,4414
17,138.3333282470703,4417
16,136.0,4418
7,76.0,4420
5,40.0,4421
1,100.0,4425
7,48.0,4426
30,143.0,4433
1,101.0,4437
1,88.0,4438
11,108.33333587646484,4448
1,139.0,4449
7,79.66666412353516,4450
11,132.0,4452
18,56.0,4462
1,103.0,4463
1,117.66666412353516,4466
13,133.3333282470703,4480
31,142.0,4484
8,88.0,4488
26,94.0,4496
1,143.0,4497
14,112.0,4501
28,112.0,4502
17,139.22222900390625,4504
4,143.0,4505
4,126.0,4507
16,84.66666412353516,4508
30,95.0,4509
25,138.0,4518
2,115.0,4519
2,125.0,4524
17,128.3333282470703,4525
1,86.0,4526
17,132.3333282470703,4529
7,94.0,4530
1,123.0,4534
6,130.0,4535
1,128.0,4536
2,85.66666412353516,4538
5,135.0,4542
2,35.0,4547
11,98.0,4555
1,91.0,4559
17,54.0,4562
11,135.6666717529297,4564
27,135.0,4567
34,108.33333587646484,4570
5,65.0,4574
7,72.66666412353516,4575
25,131.0,4576
5,53.0,4584
2,109.0,4587
2,122.0,4588
7,92.0,4589
1,126.0,4602
20,116.0,4605
3,137.0,4607
25,76.33333587646484,4608
4,52.0,4611
33,135.0,4622
1,132.6666717529297,4626
17,123.66666412353516,4629
14,104.0,4634
7,111.0,4637
22,113.0,4640
15,90.33333587646484,4644
18,127.0,4645
33,46.66666793823242,4647
1,107.44444274902344,4648
1,85.0,4652
26,99.66666412353516,4653
1,128.0,4654
33,119.0,4656
26,139.3333282470703,4657
1,139.0,4658
1,111.0,4670
4,130.0,4673
1,104.0,4678
17,127.0,4682
11,95.0,4686
1,112.0,4687
1,135.0,4689
1,121.0,4693
18,93.0,4698
17,129.0,4700
1,136.0,4708
4,147.0,4715
7,92.0,4716
1,95.0,4722
1,67.0,4725
7,117.0,4730
1,91.0,4734
18,104.66666412353516,4740
34,80.66666412353516,4742
5,119.0,4760
15,128.0,4772
1,95.0,4774
12,135.6666717529297,4776
8,141.6666717529297,4778
33,143.3333282470703,4780
7,96.0,4784
10,98.0,4791
17,138.0,4796
13,130.6666717529297,4798
1,136.0,4800
34,105.0,4807
27,98.0,4811
4,70.66666412353516,4815
1,136.0,4821
3,125.0,4827
15,118.0,4830
14,138.0,4831
11,90.0,4832
3,76.0,4835
2,64.0,4839
30,74.0,4848
1,117.0,4849
30,89.0,4850
4,104.0,4851
2,136.3333282470703,4853
1,150.0,4855
2,141.0,4859
18,76.22222137451172,4866
17,127.0,4867
5,139.0,4868
17,132.0,4873
11,84.0,4875
2,117.0,4878
1,103.0,4883
25,89.0,4885
26,141.0,4886
17,128.6666717529297,4891
9,128.0,4894
23,135.0,4896
20,122.0,4899
23,119.0,4903
4,115.0,4906
2,109.0,4910
1,96.0,4914
9,149.0,4915
18,70.0,4916
