"data_name","data_pars","basic_pars","model_type","rsq","rsq_sd","nearest_mature","age","k0","B0_exp","B0","theta","cwd","mean_prec","mean_si","fallow","indig","lulc_sum_15","lulc_sum_20","lulc_sum_21","lulc_sum_35","lulc_sum_39","lulc_sum_40","lulc_sum_41","lulc_sum_46","lulc_sum_48","lulc_sum_9","mature_forest_years","num_fires_after_regrowth","num_fires_before_regrowth","protec","sur_cover","ts_fire_after_regrowth","ts_fire_before_regrowth","last_LU_9","last_LU_15","last_LU_20","last_LU_21","last_LU_35","last_LU_39","last_LU_41","last_LU_46","last_LU_48","ecoreg_439","ecoreg_440","ecoreg_441","ecoreg_442","ecoreg_443","ecoreg_464","ecoreg_465","ecoreg_466","ecoreg_467","ecoreg_469","ecoreg_473","ecoreg_474","ecoreg_476","ecoreg_480","ecoreg_481","ecoreg_482","ecoreg_484","ecoreg_485","ecoreg_491","ecoreg_492","ecoreg_496","ecoreg_497","ecoreg_500","ecoreg_505","ecoreg_507","ecoreg_508","ecoreg_511","ecoreg_518","ecoreg_525","ecoreg_529","ecoreg_540","ecoreg_566","ecoreg_567","ecoreg_570","ecoreg_574","ecoreg_584","ecoreg_611","ecoreg_616","soil_2","soil_3","soil_5","soil_7","soil_8","soil_9","soil_10","soil_11","soil_12","soil_13","soil_14","soil_15","soil_16","soil_17","soil_18","soil_19","soil_22","soil_23","soil_24","soil_25","soil_26","soil_28","soil_29","soil_31","soil_32","soil_33","prec","si"
"10yr","LU_soil_ecor_meanclim",NA,"lm",0.260595112615913,0.0126025719141248,0.335737380139268,NA,NA,NA,NA,NA,NA,NA,NA,-3.26442382847431,-0.728591660853849,-16.8168904072336,NA,NA,-3.2003481397584,NA,NA,2.4343891603957,NA,NA,4.37724901077515,-62.0591931257192,-91.5107245604782,-36.6495362619817,NA,41.4366125571844,-3.84210774235282,8.03143940482045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2854453712542,-47.6435792743938,-11.6151712015076,-29.2041162724515,54.4279958809199,30.4456820851016,-5.01656733067899,8.65329734956418,-36.2574586017727,-6.44979675680743,7.54513148771255,4.56260105651632,-21.9527696644734,NA,NA,4.91954421222841,10.8564629673178,NA,57.4162741770173,11.7643455015708,-3.66834483522395,-22.9131463810642,6.09843893629455,NA,-10.5365642576375,6.82168693378368,NA,-9.976945676253,-23.3146151180279,NA,-7.10012825164302,NA,NA,-2.84824432953858,-6.07108706413008,NA,0.66972850702772,4.82451237393896,11.7989469655514,-8.2512204392311,NA,NA,NA,3.4071616898844,NA,0.597526122568725,NA,NA,17.1464888074382,-16.3384130246689,-33.2801739760624,NA,14.8399209595812,NA,33.583260165094,NA,8.808882812888,NA,NA,NA,NA
"15yr","LU_soil_ecor_meanclim","age_k0_B0","optim",0.254970772427269,0.0108197487752368,NA,1.15765165408107,1.21738389117379,NA,83.6700472781089,5.04166480725062,NA,-0.0965084758405268,0.00402415262911818,-0.017033548590847,-0.0116073965425557,NA,0.126637564049094,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.98027829393835,-0.121197983088032,NA,0.956634603893043,NA,NA,0.488947268075574,0.00169984921280566,0.488947268075573,0.488947268075574,0.488947268075574,0.488947268075574,0.488947268075574,0.488947268075574,0.488947268075574,-0.338216904498781,-0.594008791441675,-0.209269281859601,1.38647522580639,0.314194984036211,4.96902484972253,1.09009617215113,0.706666524185197,-0.776531012220007,9.29484612745311,1.30867127467863,-0.192562058543451,0.113690656468333,0.153967366572982,-0.119425192373532,0.402180777959604,2.93068770177907,2.87822486041304,7.83714872909689,-0.340839082164659,0.317050832343373,0.115203115331619,-0.0969284918542839,2.43438960920011,0.131594433588811,0.0233099506201694,-0.47680491231147,0.134487660349407,-0.882066416025176,-0.0117299281174061,0.263109145289585,0.310705710798304,-0.113256343416025,-0.486241772054966,1.23231901381282,3.15799878631028,-0.714871243613568,-0.266558554138062,0.620822990157252,0.116825932330607,0.620822990157252,-0.137291169889148,-0.0414565628871241,-6.05157937701033e-05,-0.307963371855933,0.620822990157252,0.620822990157252,0.620822990157252,-0.0762869799046047,0.620822990157252,0.0988610346212699,0.620822990157252,0.620822990157252,0.620822990157252,0.424161829846088,-0.450422366622275,0.620822990157252,0.0138317140139098,0.620822990157251,0.620822990157251,0.620822990157252,0.00267542057525385,-0.0772606012073521,0.620822990157252,NA,NA
"15yr","LU_soil_ecor_meanclim",NA,"lm",0.275880764004539,0.0147720363086068,0.354052272499375,50.466847743647,NA,NA,NA,NA,NA,-61.8940126599544,-13.1040543808293,-1.2468517538327,-2.22753945371532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.954554052,-49.5150535647385,NA,42.3857345025627,NA,NA,-25.1605360045459,0.406003487233813,NA,NA,14.6296622731446,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.232227446015,81.0656438123121,111.021717002909,72.6472268197929,180.163967897192,150.724479647606,119.806273841681,123.255966966982,94.3458497989523,105.898932414401,120.155078061316,118.521165910606,108.125016506209,NA,NA,118.795973532541,121.994642762895,NA,170.968692864401,124.268673163339,115.354182046935,90.3855789948593,116.343270018517,NA,91.2776952189407,111.213911493368,NA,102.697296366243,85.2520227242215,NA,101.680610206363,115.13850768875,NA,-1.87833060954048,-12.0664126822599,NA,-8.17701718416394,-1.14089605218615,1.88447278527012,-14.9242293472465,NA,NA,NA,-7.89535412272044,NA,-13.9053071331035,NA,NA,7.78433276047494,-33.0849163053777,-30.1899677788388,NA,7.43973302224438,NA,29.1942735044548,NA,1.16342100559868,NA,NA,NA,NA
"all","LU_soil_ecor_meanclim","age_k0_B0","optim",0.253176324512058,0.0120301048936232,NA,1.41712567436401,1.24696866858055,NA,83.2686930054889,4.07304514244721,NA,-0.0277336002227314,NA,-0.0123899129503115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0423462117967483,-1.55418143711863,NA,NA,0.764098299842821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54737128195708,-2.00488111246393,-1.38518104222,-2.19029561345914,-0.510538554548327,3.30238532415132,1.51294531566302,0.893585048774448,-0.906525900926107,8.3374085943923,0.756929804617264,0.777664763747566,0.143135349649577,-0.760934954179076,-0.126412187517523,0.237323515711342,2.63176758699615,2.70697826690231,0.0923833459095426,8.4652639232762,0.0797567310413494,0.147611818436351,0.139906288407384,1.53755796510112,0.03624711850366,0.0250812470464731,-0.535889093539466,0.0633713715812083,-0.355179023176424,-0.138645693972485,0.251251644925092,0.990920435081819,-0.0506345977794804,-0.720142485574356,1.32486353288907,7.87646794631953,-0.607613262967093,1.70127805970264,0.185373761154271,-0.00107447883543915,0.244287518922689,-0.125877349421106,0.00849679013860141,0.00121162317260086,-0.0194945887295607,0.244287518922689,0.244287518922689,0.244287518922689,-0.0155458293218318,0.244287518922689,0.0182141709257872,0.244287518922689,0.244287518922689,0.0270718668374577,0.244287518922689,0.00397221923781124,0.244287518922689,0.00378310869943128,0.244287518922689,0.244287518922689,0.244287518922689,-0.0135200279722899,0.00651797783248809,0.244287518922689,NA,NA
"all","LU_soil_ecor_meanclim",NA,"lm",0.266639351358149,0.0117262049020809,0.374999882889089,42.756797195024,NA,NA,NA,NA,NA,-42.663852128452,NA,-1.32689801194545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.1463732071939,-105.330235809211,NA,NA,48.1701265412061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.864454465856,99.503899900455,92.203931901798,56.8105228952328,164.502182838421,113.173704117972,116.221983282927,111.747959653065,79.4772156899843,91.6149108152289,107.788056208831,125.982475900801,78.8632281376977,NA,NA,106.769689704858,111.39605332909,NA,147.884602704718,103.629797490922,100.354181945606,77.0012681968357,99.89996608677,NA,80.9045131277217,103.035319112263,NA,90.4925219618531,74.2088209595991,NA,124.809316233709,99.9685046087862,NA,-13.3891353896822,-11.8051816071645,NA,-13.1054447809411,3.27565008950275,-0.0856489462923527,-11.1519929434863,NA,NA,NA,-4.05130934493166,NA,1.08319233319118,NA,NA,-11.9961181327052,-9.61220497569548,-25.6150618765411,NA,1.61472005368811,NA,33.8783974574186,NA,-3.58005184103886,NA,NA,NA,NA
"5yr","cwd","k0_B0","optim",0.186575384327698,0.025541289092273,NA,NA,-0.0348905179103622,NA,107.090817223893,0.411576983428155,0.831420366425458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5yr","cwd",NA,"lm",0.163059295752867,0.0100008567329854,0.516108062998344,NA,NA,NA,NA,NA,16.9470581142949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10yr","cwd","k0_B0","optim",0.173253619162969,0.0113925045974266,NA,NA,-0.116960616299218,NA,107.872920798724,0.776853510803488,1.95351543995781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10yr","cwd",NA,"lm",0.151541533913774,0.0212901780866168,0.48109194264931,NA,NA,NA,NA,NA,23.5062454978302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15yr","cwd","k0_B0","optim",0.175443241138842,0.0140174446274386,NA,NA,-0.0340782941914188,NA,99.247843068181,0.389361874286924,0.635021250162233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15yr","cwd",NA,"lm",0.143930290511434,0.0122275857588341,0.477066266110763,NA,NA,NA,NA,NA,26.572871236247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"all","cwd","k0_B0","optim",0.19630402323601,0.0115198675170082,NA,NA,0.118477573065958,NA,94.4704151386879,0.303850263559761,0.400832721705531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"all","cwd",NA,"lm",0.149084641366637,0.0238138585368284,0.49465349109337,NA,NA,NA,NA,NA,24.4367517018661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5yr","meanclim","k0_B0","optim",0.196441458210014,0.0109097473904217,NA,NA,0.260190839006737,NA,104.177714710487,0.324103906464865,0.586808848494345,-0.458589562973394,-0.117567673031457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5yr","meanclim",NA,"lm",0.175193894921915,0.0189588307884457,0.510916830502716,NA,NA,NA,NA,NA,65.1467962135656,-57.1331617300723,20.6378015127347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10yr","meanclim","k0_B0","optim",0.190649001777181,0.0266802607751821,NA,NA,0.123773498471884,NA,105.507678936402,0.346601198209254,0.59557242073881,-0.444385264201145,0.0532448518336353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10yr","meanclim",NA,"lm",0.167727972829145,0.0246436805646688,0.482663886198353,NA,NA,NA,NA,NA,77.3316648938493,-76.6593101212902,24.6189318597945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15yr","meanclim","k0_B0","optim",0.184891438162238,0.0188597440227265,NA,NA,0.295417235713803,NA,98.3181431281229,0.347704753336858,0.569957595496552,-0.420893836687397,-0.212312578715608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15yr","meanclim",NA,"lm",0.167096953678677,0.0265175716054178,0.47546357325681,NA,NA,NA,NA,NA,79.5367171277606,-87.6741479702748,18.8594581440865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"all","meanclim","k0_B0","optim",0.203887891840728,0.0208580772763274,NA,NA,0.579487564184458,NA,92.650845603593,0.332140024924104,0.686450899254028,-0.915369678756529,-0.0224360371021174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"all","meanclim",NA,"lm",0.16052404363113,0.0115026301163436,0.506319102536521,NA,NA,NA,NA,NA,81.4036265325939,-68.7377114655774,31.0924427554837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5yr","yearlyclim","k0_B0","optim",0.200642077515631,0.0142028425769943,NA,NA,0.0334410712386073,NA,85.7424591987292,0.229182344277701,0.264209655505075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000390591388796145,-5.36112839530763e-05
"10yr","yearlyclim","k0_B0","optim",0.191894341981588,0.00722207888801076,NA,NA,0.0372788369928086,NA,82.1306678221929,0.254292107360378,0.342911061847737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.10525323117924e-05,0.000427086162843582
"15yr","yearlyclim","k0_B0","optim",0.188779462742039,0.012537928522212,NA,NA,0.0714213765730101,NA,72.2727650046017,0.307002757134079,0.411074555436724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000550854221817507,0.00192585119514607
"all","yearlyclim","k0_B0","optim",0.203224101243141,0.0194107336008469,NA,NA,0.154937329977976,NA,78.1234092890874,0.239925824427056,0.250970059579581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.81416756628234e-05,0.000159491021890244
"5yr","LU","k0_B0","optim",0.212568616339293,0.022689190288296,NA,NA,0.015043900813398,NA,105.643789804958,0.356084153910742,NA,NA,NA,1.0167482880181,NA,NA,NA,0.00422255167590869,NA,NA,NA,-1.36337502904246,NA,NA,NA,NA,-0.0378721974265635,NA,0.146718305525386,0.739662424185969,NA,NA,-0.091718073219822,-0.00136542940395148,-38.8355104208417,-0.256973930156258,7.83144870404366,7.69907915780025,1.25694999164049,7.87338464848785,9.99470275291017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5yr","LU",NA,"lm",0.190806689641054,0.00890706418806228,0.478591961552059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.7653993874496,NA,NA,NA,-27.2795615847363,NA,NA,NA,NA,-81.2717093004772,NA,1.09389630876392,38.3611987745281,NA,NA,-51.4511884964858,-31.3195155530565,NA,NA,16.6123376361184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10yr","LU","k0_B0","optim",0.203489300127032,0.0206020087630966,NA,NA,0.0878839453455361,NA,103.410943428402,0.415632649606316,NA,NA,NA,NA,-0.0241452785407433,0.0707755094040581,2.56618059929274,NA,-0.22032449152401,NA,NA,-0.0134999265570013,NA,NA,2.07539877103884,NA,-0.296952072421056,7.46227393355127e-05,NA,0.832785477520247,0.000135974936610718,NA,-0.946175934815535,1.38956741172014e-05,8.45106382077652,2.5192340729009,0.808075072292512,3.21720477786564,0.0187094351476031,4.25965708962916,4.22483593451782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10yr","LU",NA,"lm",0.185833607108889,0.0201488663024131,0.438497382837024,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.95384521905664,10.7594822723642,NA,NA,35.4772985786318,NA,NA,-36.5989469081434,NA,NA,30.248064972894,NA,-89.2729414998423,-56.0149353497836,NA,35.6596029735116,23.3705441398401,NA,-20.2626310987131,-14.2952261871058,NA,NA,-28.0363448320069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15yr","LU","k0_B0","optim",0.199018413592356,0.0102466513012046,NA,NA,0.147105252001445,NA,97.7506499370922,0.445772228794053,NA,NA,NA,-0.00281414220448136,-0.0816534572965252,NA,4.15309410265629,1.74163653201687,0.416678101214778,NA,NA,-0.374065664026347,NA,NA,NA,NA,-0.0133486620508831,-0.151171187850535,0.00649202731892491,0.951849498806489,-0.115344136358974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
