"data_name","data_pars","basic_pars","model_type","rsq","rsq_sd","nearest_mature","age","k0","B0_exp","B0","theta","cwd","mean_prec","mean_si","fallow","indig","lulc_sum_15","lulc_sum_20","lulc_sum_21","lulc_sum_35","lulc_sum_39","lulc_sum_40","lulc_sum_41","lulc_sum_46","lulc_sum_48","lulc_sum_9","mature_forest_years","num_fires_after_regrowth","num_fires_before_regrowth","protec","sur_cover","ts_fire_after_regrowth","ts_fire_before_regrowth","last_LU_9","last_LU_15","last_LU_20","last_LU_21","last_LU_35","last_LU_39","last_LU_41","last_LU_46","last_LU_48","ecoreg_439","ecoreg_440","ecoreg_441","ecoreg_442","ecoreg_443","ecoreg_464","ecoreg_465","ecoreg_466","ecoreg_467","ecoreg_469","ecoreg_473","ecoreg_474","ecoreg_476","ecoreg_480","ecoreg_481","ecoreg_482","ecoreg_484","ecoreg_485","ecoreg_491","ecoreg_492","ecoreg_496","ecoreg_497","ecoreg_500","ecoreg_505","ecoreg_507","ecoreg_508","ecoreg_511","ecoreg_518","ecoreg_525","ecoreg_529","ecoreg_540","ecoreg_566","ecoreg_567","ecoreg_570","ecoreg_574","ecoreg_584","ecoreg_611","ecoreg_616","soil_2","soil_3","soil_5","soil_7","soil_8","soil_9","soil_10","soil_11","soil_12","soil_13","soil_14","soil_15","soil_16","soil_17","soil_18","soil_19","soil_22","soil_23","soil_24","soil_25","soil_26","soil_28","soil_29","soil_31","soil_32","soil_33","prec","si"
"15yr","cwd","k0_B0_exp","optim",0.134254419827802,0.00559963034491401,NA,NA,-0.0929553154992694,0.0730080625147219,NA,0.284848911260179,0.581994778611985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15yr","cwd",NA,"lm",0.171033323013296,0.0236945793219625,0.100714178845156,NA,NA,NA,NA,NA,109.649236161741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"all","cwd","k0_B0_exp","optim",0.116477154402075,0.0205315186147493,NA,NA,0.0779061424431871,0.0144941106309548,NA,0.143772216478333,0.160187916456615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"all","cwd",NA,"lm",0.138860240097043,0.0198380789275198,0.144101577494527,NA,NA,NA,NA,NA,79.6117513571154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5yr","meanclim","k0_B0_exp","optim",0.135963948895146,0.00505673224393498,NA,NA,-0.198429819023121,0.0352203229405626,NA,0.204117357109475,0.0153112899328671,1.28820522508895,0.301127583369957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5yr","meanclim",NA,"lm",0.16922363457814,0.02208419897816,0.148312350389058,NA,NA,NA,NA,NA,85.7548928818719,24.0999302736878,2.0554379021337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10yr","meanclim","k0_B0_exp","optim",0.132316329091849,0.0131248980615246,NA,NA,-0.23735046427832,0.0615279937721466,NA,0.264573386676561,0.125724004714392,1.38835750436656,0.301231220409378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10yr","meanclim",NA,"lm",0.180621088325514,0.0146600298761422,0.0904650877067433,NA,NA,NA,NA,NA,109.98502997146,14.21750145742,9.32672769296205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15yr","meanclim","k0_B0_exp","optim",0.13906831113099,0.0130040379134427,NA,NA,-0.0439998216040175,0.00608200874654562,NA,0.186529093537477,-0.00508395491485123,0.812593212975569,0.0596147468825072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15yr","meanclim",NA,"lm",0.171853866892082,0.0140974235725243,0.107329936610054,NA,NA,NA,NA,NA,111.010715055933,10.3831702749438,7.18876944019001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"all","meanclim","k0_B0_exp","optim",0.124237344139258,0.0151752506891563,NA,NA,-0.138463437645251,0.0188880890344159,NA,0.159476121828473,-0.0214163709014286,0.971265150031059,0.291042465882743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"all","meanclim",NA,"lm",0.146786280895575,0.00897851502026101,0.135817262903178,NA,NA,NA,NA,NA,103.509985821094,24.8592529693628,34.0439849163238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5yr","yearlyclim","k0_B0_exp","optim",0.140496430326134,0.0217690326453522,NA,NA,0.115261638254723,-0.268388354925051,NA,0.366325627598651,0.218394186575944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0449971562656057,0.0127947652294326
"10yr","yearlyclim","k0_B0_exp","optim",0.138762095561261,0.00915994250850089,NA,NA,0.0766498920216435,-0.246048690107822,NA,0.459523369935904,0.364738177290732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0492337814372787,0.0107404843168403
"15yr","yearlyclim","k0_B0_exp","optim",0.143789200813111,0.0157179066300045,NA,NA,0.073037685165135,-0.122866113302838,NA,0.4293152244264,0.45964613324843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0302180412597655,0.00526061101784224
"all","yearlyclim","k0_B0_exp","optim",0.124136102756969,0.0110557712133431,NA,NA,0.493983711796196,-0.205166467231145,NA,0.340781723010067,0.0123872052528155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0312330327184477,0.00821062869581947
"5yr","LU","k0_B0_exp","optim",0.157854334188285,0.0166469398129176,NA,NA,0.494319045729006,0.81271063307745,NA,1.03758590759543,NA,NA,NA,2.53719768474851,0.104552925416063,0.0258010259437403,-0.886568291427167,0.31067647325108,0.576684820535412,-1.21688748685773,7.10887999151144,-0.484618806428731,-0.136058129925004,0.0299155768293113,0.0338051895580834,0.318264234535247,-3.10792340208916,-1.07992514171499,0.198455680081817,0.498308914167452,0.543928271568311,0.154978825127502,1.08197820164416,-0.389556513874173,-1.73148723741087,-0.466558845139688,4.30733261109087,0.251480855700648,0.0499947993594454,-0.270318254946584,0.453089385186235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5yr","LU",NA,"lm",0.199459704205206,0.00781584736247004,0.251509749144587,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56326049965743,-15.0880819330864,-87.5902983292546,7.71866044161167,NA,-114.463322486191,51.9630957456604,-9.93375488468606,-125.893301631028,-5.43791772146021,1.72590113518489,-37.0791244425118,-232.203928499047,-127.47970469789,5.92160803739256,59.8512534764669,-0.28751920785457,7.61834364268413,33.0740044318282,-3.08563245646462,NA,-11.3146925398759,NA,38.2662468775494,8.18322236784764,73.9215654257113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10yr","LU","k0_B0_exp","optim",0.142480170065302,0.0219821023163423,NA,NA,0.389925842377775,1.05502478704792,NA,1.52215008046093,NA,NA,NA,-0.137803190258109,0.300244861237106,0.0101773111139439,12.5585897780293,0.279846150551055,16.3537446130081,-1.11048578898203,35.5847360743909,-0.41458877559023,0.126691541222277,1.76041230915075,0.247711450382162,0.178739399494339,-3.17983229988675,-0.991833668330277,0.160758917659307,0.696393607862205,-0.0353319184258447,-0.226534001816166,0.998608807492413,-0.16339972957753,-12.5570242446259,-0.221414158284566,-0.187677844542976,19.2582409020343,0.0376303258537643,-0.248306272197168,0.221723667322794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10yr","LU",NA,"lm",0.189178429488841,0.0154139895738593,0.212366448815322,NA,NA,NA,NA,NA,NA,NA,NA,-7.26821896527094,14.7166690963598,-20.1473833845449,55.9294414828339,-10.9143164673714,NA,-79.0826125869367,94.4540107626299,-14.7747966742987,6.10132701363762,37.5040675649288,-9.14982509092418,-47.7349971440056,-259.443430143591,-79.8819842756404,6.77292923284665,62.9736583883303,25.7520332687021,-16.5103224364836,51.7190837886668,9.1789456421055,-128.070427614505,15.6526218191541,NA,95.1965041208256,24.5700969493812,6.9014804773691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15yr","LU","k0_B0_exp","optim",0.162062923203403,0.0122354809607842,NA,NA,0.148985652341905,0.4794531702011,NA,0.751155110309788,NA,NA,NA,0.013153527054758,-0.065217329623761,0.0221786408189515,5.39286940305062,0.297437400936678,1.9308163014467,-0.701736317605875,-0.0593791619527912,-0.984042683648401,-0.0106214285967677,3.94930282251008,0.776539296714864,0.0346357286715219,-6.29561433551673,0.555080851478387,0.170266165168132,0.998976057497163,1.13712898649631,-0.377919228138476,0.430394506952542,-0.149296250286529,-6.53001642887539,-0.0485244278397055,8.34054781667148,1.08946453372845,0.505525531041916,-0.0875192011655889,0.0452225665388648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15yr","LU",NA,"lm",0.201213775508251,0.010803337185842,0.229275704858967,NA,NA,NA,NA,NA,NA,NA,NA,-2.94982790031353,2.60104703418281,-50.3818097527458,51.8832048867148,-30.5394008971744,NA,-63.1681830570048,85.7060070330794,-69.3616118728248,-70.8837258713586,41.8205731404829,-20.1281887086245,-78.1604801347971,-304.809390802665,-85.8771448162192,9.29406260217223,67.4937961423788,22.8517169872817,-17.4938818040495,38.4797708107617,2.59408794892324,-81.0631120277587,14.305329667604,NA,56.5166122968635,33.7950546148597,21.8180244979863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"all","LU","k0_B0_exp","optim",0.12666004672014,0.021371878452041,NA,NA,0.879517066944285,0.846340355771704,NA,1.09175032068672,NA,NA,NA,-0.00989639446555783,0.458157567395296,0.657516048021411,-2.25055934348143,1.07595738445855,0.540107522905618,0.56149085261999,-4.15074755052311,-0.42101005680325,-0.850040784668211,3.97290708566231,2.50409429289315,-0.361386867906561,-3.3491553779619,-1.23704857674656,0.199965899793298,0.448387873559675,-0.140012591095701,0.070587921811498,0.472908949283704,-0.535528265778407,-0.429636553931835,-0.364289149565447,3.58222341829828,0.935073717947278,-0.212137958372324,-0.304772719997472,-2.50017228407572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"all","LU",NA,"lm",0.165420532362803,0.01522889493202,0.256808058186508,NA,NA,NA,NA,NA,NA,NA,NA,-1.84675779118848,6.60867964035446,-46.5781468060274,-117.953303267386,-33.2441171021834,NA,-59.0728853376924,890.030261444868,-36.6141995917053,-49.8854806517862,130.883576968055,-20.571967846397,-57.0568571266937,-246.141647244836,-93.8320850760263,-1.31121426263419,56.1621101340434,27.2983780623845,9.12411421896685,133.523033381198,97.5767978985448,123.889901184019,107.649790035235,NA,140.628193982433,117.804867434272,104.574882674691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5yr","LU_soil_ecor","k0_B0_exp","optim",0.195552486703122,0.0139697839963325,NA,NA,0.461537747296783,1.07711106269795,NA,1.42662439448829,NA,NA,NA,0.00588340742355068,0.0779985402080192,-0.36145969978968,0.323785933427398,0.0215399771249766,-0.00671357900615655,-0.515277803412974,0.0250794677645416,-0.0241110952754724,-0.0226712743910265,-0.0418156382029333,1.22658733940491,0.120689220076918,0.213712233599187,-0.0196392733991801,0.0224994628117094,0.620652649448677,0.0587363198094751,-0.0150852603754712,0.0421572574635,-0.0194286343867648,-0.025252907803844,-0.00452288834352789,0.0393959879913237,0.0230600863254444,0.000815805820615971,-0.0161161746751896,-0.00866295844564539,0.442687319022255,0.101888808672289,-0.334764102888253,-0.0649259321218815,-0.418908047324732,0.0132144097016171,0.291007875108562,0.0730723268315126,-0.187858283395378,0.139129492022665,0.0167843431767385,0.124106734229399,0.00795457126390092,0.0147602079936913,0.00712238174251738,0.00553249927366126,0.00156803276576299,-0.0551632847098549,0.51141185519608,0.434545078398208,0.0243834662118798,-0.0377551971698773,-0.508224516342302,-0.0656601397777135,0.0394807916593924,0.0289579106400459,-0.0498223853110025,-0.249142949219245,0.532801699536125,0.562768210099651,0.0900095599110563,-0.431646342487788,1.0400170974876,0.255436519801063,-0.731329000473781,0.100118013116493,0.10549069330611,-0.0651671612423824,-0.0475706653463747,-0.023953103898206,0.263735340823108,0.228106844958571,-0.655499439080939,0.225947035876817,0.680136978621134,-0.58895215674029,-1.01522316861481,0.5893633941036,0.265345559969261,-1.13295167369798,0.601153722178603,0.704761871952269,-0.435335215994454,0.367368372536024,0.0828290549452652,-0.601406319614647,-0.325287539437604,0.424900351132543,-0.415687308910706,-0.471325034551782,-0.0438993863677607,0.221880467874201,0.419593900227004,0.324379636015603,NA,NA
"5yr","LU_soil_ecor",NA,"lm",0.270098571901123,0.0104404205859741,0.217379525635929,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.86711959653748,-30.4145241544678,NA,-6.04893378358079,NA,-96.7344910897473,59.9302050640603,-7.61956712940543,-75.2062089100999,-12.8335558548008,-0.283052172639664,-33.230094238261,-268.779539440045,-121.299668457173,5.35474031786508,53.6285284092057,24.270182656622,10.7348754036409,33.206472627917,25.9742062809243,NA,15.7459624360274,NA,48.7218876216015,13.0755944181122,49.4399718968364,NA,35.305104711677,36.8824295803115,-23.0081289826544,34.7627366360131,3.04727761652919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7579282855239,8.90701893185209,NA,NA,20.0802133909694,NA,NA,NA,NA,NA,9.70263874160829,NA,NA,16.9425033751589,59.4864222310627,NA,-8.69152924563218,NA,NA,NA,-79.538521876127,-67.5258608365657,-63.2627351046399,NA,-116.407747106343,-61.2789300624438,-54.5801554116496,-106.922696588601,-118.398572357274,-50.7620843203118,-81.3571909111227,-129.825338632075,-46.3939687258829,-32.4356523818639,-82.4982014404433,7.13975148110931,NA,NA,-88.3942637711471,-62.5251881529302,-76.6446763027984,-87.0357441819972,-51.0722760067348,-58.6496592873697,-57.609798507165,-66.4550499973049,NA,NA
"10yr","LU_soil_ecor","k0_B0_exp","optim",0.180432648547107,0.0125098076214018,NA,NA,0.761965896741576,0.903660301303596,NA,1.29565103238143,NA,NA,NA,-0.0550076890333232,0.165854665772367,-0.228846601828645,0.00132389195520714,0.0030204403446625,0.18149830370067,-0.0882492585452103,0.0771564666643091,-0.349050118966049,-0.0642023740831479,0.0469958563394521,-0.0677584572212396,-0.0353806775255263,-0.114846434224365,-0.0373538590885506,0.0639873437764515,0.967846827009489,-0.298961619366549,-0.300631127993999,0.502236116048242,-0.422856473706194,-0.385732111135643,-0.380262351540549,0.980939468278438,0.224629914541207,-0.566413528910456,-0.341473678122384,0.374637131585524,0.407895656268314,0.201323924083922,-0.38578357147696,-0.0155659564649428,-0.200588500130751,-0.0584805049058616,-0.0552691961937536,-0.0382561844309331,-0.0213101298414495,-0.0433081032065459,-0.0403871909446859,-0.0350713757070719,-0.0454593334731513,-0.0217525171157279,0.234292900659644,-0.0274086053780322,0.230021324189844,-0.0306972041170288,0.455907270070271,0.0730632557939532,-0.0220011561692479,-0.0145791525492228,-0.275250790423686,-0.00700208530526559,0.00283871917493009,0.0107826506407973,0.0207018272995437,0.0228753339438256,0.461513469706828,0.0313321850733073,0.300441994028416,-0.190420489476773,0.849404432343721,0.267074467294057,-0.0703902091671746,0.0404554788649679,-0.0187459021153161,-0.278261052446065,0.431947550202433,-0.0444067297172024,-0.180041770601753,0.486060787157619,-0.283821230031426,0.308211300488421,0.343478638815752,0.169675639950586,-1.17178676323321,0.0225406366703317,0.306307615940672,0.097265263170138,0.140401694006838,0.626319065778793,-0.334832166539058,0.370042461095729,0.123564137386082,-0.231384367262574,-0.370545731482321,0.0856876473534855,-0.0661570785471461,0.0616435137050016,-0.196806168316794,0.353185818302314,-0.0477772397236775,0.288972058918694,NA,NA
"10yr","LU_soil_ecor",NA,"lm",0.252935168229057,0.00698074978588404,0.178903866259341,NA,NA,NA,NA,NA,NA,NA,NA,-4.93135246723669,8.47274719701608,-28.4782897662727,86.2007955725279,-13.412043502895,NA,-76.5056201670786,91.5410987293685,-22.6579293908064,48.5832397898664,32.6152083776008,-4.41422513933276,-42.6220235320282,-205.875505462549,-55.5836649499728,6.24081150375675,59.9331172389804,27.320546067556,-14.2625136834862,48.7505074642312,27.6330816393714,-180.379837226925,31.1756830342684,NA,96.6738289834052,29.3766063156385,-3.50243215938491,NA,35.3718334174775,43.6460424151839,-31.250617264251,28.9441171211129,7.30815841350409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3849038845512,-2.97826871301095,NA,NA,20.8005126226223,NA,NA,NA,NA,NA,6.44728271596446,NA,NA,11.6287928313247,57.3487358247714,NA,17.667484108199,NA,NA,NA,-46.7561506363157,-45.3865759176599,-60.7986470119609,NA,-80.4840409748851,-33.2485056133794,-74.8165504200059,-56.8109316375755,-103.885508213313,-34.1586269382855,-56.4155637666538,-83.3363523617839,-43.2272825260801,-12.47120916425,-63.6978616988323,13.8927844118422,NA,NA,-53.3040676855827,-41.5281327454624,-44.0456305740719,-48.233997381881,-26.9108454014993,-32.8729080682334,-47.7170007481568,-70.6797575577917,NA,NA
