"","biome","data_name","data_pars","basic_pars","model_type","rsq","rsq_sd","nearest_mature","age","k0","B0_exp","B0","theta","cwd","mean_prec","mean_si","fallow","indig","lulc_sum_15","lulc_sum_20","lulc_sum_21","lulc_sum_35","lulc_sum_39","lulc_sum_40","lulc_sum_41","lulc_sum_46","lulc_sum_48","lulc_sum_9","mature_forest_years","num_fires_after_regrowth","num_fires_before_regrowth","protec","sur_cover","ts_fire_after_regrowth","ts_fire_before_regrowth","last_LU_9","last_LU_15","last_LU_20","last_LU_21","last_LU_35","last_LU_39","last_LU_41","last_LU_46","last_LU_48","ecoreg_439","ecoreg_440","ecoreg_441","ecoreg_442","ecoreg_443","ecoreg_464","ecoreg_465","ecoreg_466","ecoreg_467","ecoreg_469","ecoreg_473","ecoreg_474","ecoreg_476","ecoreg_480","ecoreg_481","ecoreg_482","ecoreg_484","ecoreg_485","ecoreg_491","ecoreg_492","ecoreg_496","ecoreg_497","ecoreg_500","ecoreg_505","ecoreg_507","ecoreg_508","ecoreg_511","ecoreg_518","ecoreg_525","ecoreg_529","ecoreg_540","ecoreg_566","ecoreg_567","ecoreg_570","ecoreg_574","ecoreg_584","ecoreg_611","ecoreg_616","soil_2","soil_3","soil_5","soil_7","soil_8","soil_9","soil_10","soil_11","soil_12","soil_13","soil_14","soil_15","soil_16","soil_17","soil_18","soil_19","soil_22","soil_23","soil_24","soil_25","soil_26","soil_28","soil_29","soil_31","soil_32","soil_33","prec","si"
"Estimate...79","both","15yr","LU_soil_ecor",NA,"lm",0.252945870166525,0.0112722545885973,0.2495714986993,NA,NA,NA,NA,NA,NA,NA,NA,-4.06124198228638,-0.784175557331358,-38.1363378781774,37.5261166106795,-35.4455025164878,228.095974569502,-92.4291379111975,-17.8628433024154,-110.512533816968,-37.2727948750225,44.6640193507179,-32.8230032616583,-79.5178331992607,-108.102505793231,-51.4191742119237,0.464599667675015,54.781247869013,-5.84005351264637,1.87889543092381,52.7917906383244,23.6105432360654,NA,37.3094434875177,NA,199.694283994166,56.6641117487515,40.5540249780362,NA,40.9092084296672,44.5002343904246,-11.912547257061,27.5539583402294,9.52754117252491,101.665092489872,58.860142018573,49.7520594711319,36.9896301125675,128.787673946299,94.9550443679414,42.537088062645,71.9979857591695,41.0502105847136,48.6362622851013,64.975680752962,79.0119777265212,41.962113229745,31.9027817642966,-6.93815363536696,61.5837050211825,74.8562137552238,23.255317550569,128.374985348961,80.6423876900976,58.9247973213821,39.1236941379842,61.634054519493,0.527027858393443,39.7700694834456,66.2147787592722,1.62617196184017,45.1408937191426,31.9488977522874,-24.5933407276898,58.2526691347151,64.7710073275223,NA,-72.6005854958795,-70.7251484669964,-73.2806844213848,-76.080220862217,-73.0706299242425,-65.3459975907371,-76.5939760317812,-108.627245759531,-111.29616267563,-42.1048813022971,-67.246380534419,NA,-60.852808826499,-18.3338380090638,-81.9607470788586,-48.3806791634153,-83.7153427173918,-113.662839652969,-76.0622160403125,-60.792267752913,-70.232178890534,-43.2877925563495,-43.2134147083567,-58.9588382803606,-70.518554230666,NA,NA,NA
"Estimate...80","both","all","LU_soil_ecor",NA,"lm",0.227431560110153,0.0165521813036229,0.291676331617528,NA,NA,NA,NA,NA,NA,NA,NA,-2.37537295715551,2.5020921284296,-41.1625095470606,-184.135998523473,-30.0427271765493,19.4493065683941,-56.5388844931807,-86.4241442304422,-64.0236818942499,-4.39455343332131,94.1134194008796,-13.8045548500822,-58.0413057965258,-120.715269708087,-29.8573889297628,2.83189347357515,47.731241140166,14.2947626904265,5.235521816899,70.1333265406172,41.2658782906996,81.045807983636,47.1979378880536,15.0273894917582,71.5932374613961,58.7139479810731,12.3947297480667,NA,38.1720135798965,53.1698926199257,-15.9052868540348,35.3419540711163,30.5107890222033,100.397001857623,17.8056519549049,36.3489619686153,24.0111669460349,126.458954135874,63.3126918471803,70.1414143004546,73.6722839743789,46.7310667626334,48.8895407732876,65.677914318138,76.4208526994091,36.6351982979427,29.8412641369845,11.1974276657876,59.0101632610811,58.4327609669742,34.1184175648169,106.956858981793,69.7057218565956,58.3179069994566,35.1648110897845,58.676560912781,12.7180068586862,48.0716566448878,68.0066670691418,17.8494613854396,43.5230143181281,19.3876902823876,7.29573414274133,100.673201085945,48.9141723032199,15.4405695097145,-34.8294044952751,-45.7441637274939,-31.3365323809117,-50.0405441719146,-44.3987470705647,-33.7618282345764,-49.9086063459925,-39.1551895933152,-98.931068178461,-26.2111573106188,-41.9286901135887,-39.0572479335296,-31.452140040715,-110.996407652982,-55.581169815176,-48.3233999628801,-53.5183692833661,-68.0626250075628,-32.8514207663154,-35.4426065817963,-49.4578478626573,-41.391768881429,-28.3440939369257,-30.8576876930198,-37.0728639393964,NA,NA,NA
"Estimate...81","both","5yr","LU_soil_ecor_meanclim",NA,"lm",0.273440646792924,0.0202281377430338,0.239903202341822,NA,NA,NA,NA,NA,96.1140728285821,-49.8280367853566,30.2169968263824,NA,-3.20096965697244,-15.6099350627897,-81.314383905532,8.78974747297498,68.5123993895442,-156.99626632081,NA,-38.3155419554306,-281.7504448932,41.1135809472275,11.3741174412319,-41.2767894357262,-114.62807072258,-52.6027403430404,-0.0068330895060262,47.4422307425147,7.48961470562206,7.93759486960429,47.0253250437397,32.5360723114822,NA,23.1684757883153,NA,142.648573951619,57.1980112814939,198.401086624415,NA,8.06977803162749,7.44031087861794,-11.4477170033843,10.219398618244,-7.25498837550417,11.5051781025994,143.486171973598,69.4622967332468,50.6023327668234,97.7142871463008,66.5253323912294,51.3907136735124,55.329441921754,40.9940803366363,41.7171362909936,69.8258971517317,28.9220929495693,61.1019072306573,27.5685071349311,25.1606341543087,40.8387360573753,40.3629562018381,-8.48292259131989,43.2751332538594,70.1115344786537,54.5014737741467,35.3854002999301,56.0642796306728,27.2480915367233,34.9078230320375,65.577867274085,-17.3415250428219,45.2702462681133,42.1752892459816,-18.4016031213988,53.4975576813026,57.365321263812,0.0892716049769354,-85.7889720240863,-70.77035141507,-88.7548671371921,-69.9599957320519,-68.0472620806575,-59.6698722622122,-82.0190573607262,-99.4670022330374,-106.214315880963,-47.9022422817012,-69.3453698286633,-119.275162922594,-83.9463421887219,-46.6186694907847,-82.2339101550773,-68.1320782941831,-84.1105425828572,-96.2928577893875,-83.7538001481862,-61.2924252968507,-78.6522279598115,-54.8442003507165,-43.6442883169926,-61.0171419050835,-68.5398200414544,-79.2424848991214,NA,NA
"Estimate...82","both","10yr","LU_soil_ecor_meanclim",NA,"lm",0.265469269399557,0.021847580393469,0.203751333332842,NA,NA,NA,NA,NA,112.245259398631,-53.8181370138551,46.9560227630623,-2.99474769921752,6.44961788760155,-17.9245200871785,NA,-22.8510676419301,45.7401736779279,-117.526863315744,162.728827661818,-12.6417671338235,28.8136494301633,33.1698338882958,-7.1276842978158,-57.6897450330602,-95.4585320077636,-33.9824971384713,5.00166116190467,49.9620208482518,1.37820697332114,3.81327654344725,30.2176246404254,5.82431945600042,NA,17.7292722771127,-42.2226964460229,138.568848815713,6.98350194445278,-27.8696576966947,NA,55.6756765890249,68.7170564417902,38.1615229458101,62.7446374810943,43.9976492051703,70.03723392753,76.5847602966698,110.44745482254,46.3405465437295,138.292720981797,143.266678800991,100.554599005742,115.862960300461,82.3213049352511,94.6048746963361,113.047822928545,106.098142681846,83.0569179596306,74.8331856167424,66.4007541445306,112.715722840626,113.758458380748,44.6128938994343,155.699511760516,123.364538279669,111.867775844389,86.9911329481374,106.023798406307,71.2521066895672,84.9648426176254,126.937375696741,26.4713941904577,95.6178840380229,108.192670439671,77.940161661006,102.891969563566,121.462014101996,55.4663051432062,-77.5727039489359,-69.2609987338991,-105.16315842535,-79.8551353037999,-68.287916991933,-63.3491912216658,-89.4497247538223,-111.952610368623,-110.533880500076,-63.092859720122,-76.753931772481,-86.587506259269,-84.9727317219072,-26.9131746580948,-88.1082544173754,-68.1156980718694,-70.7511549672429,-102.97509284876,-94.6896035081122,-65.4460031585964,-80.6484523226679,-57.78163448381,-53.2537897750758,-60.9281917331222,-78.368190261525,-113.01954228674,NA,NA
"Estimate...83","both","15yr","LU_soil_ecor_meanclim",NA,"lm",0.262853938435706,0.0205671944656398,0.213252050842473,NA,NA,NA,NA,NA,92.0860998034482,-53.424976830863,30.4062113275797,-4.38103698239034,-2.99776432512406,-38.0623735701905,19.6630552842405,-32.1444266386607,-186.953815769456,-82.2577431156258,-28.3905264732547,-130.114501018005,44.6065004160643,18.3508169448985,-33.9882539154107,-78.8143401689975,-112.317606299318,-44.5953141895636,2.19194260408131,54.4474588723099,1.39229556398098,-0.144263488465659,30.3088323952279,3.94981261877507,NA,14.0850175285551,102.164548669976,106.112364346684,29.8072727564196,-0.957037602694161,NA,23.9983118792234,28.6468574476706,-6.24718999074439,18.0270352051551,2.61071818819722,66.5418878404227,48.3797099738161,84.1733452894061,36.6074755585489,130.999528168261,93.8380535881738,37.9109397740158,82.0703047863079,62.2417868716746,59.3132006600823,81.0936118129038,NA,73.5794399282137,45.1263589619047,14.9544822592027,70.8471004200152,68.5081635547947,3.94864010657569,124.559518118357,87.5027641969479,78.9089916020061,50.3663561482704,71.3613150214712,11.2933390271353,45.537511563447,91.8981887939535,-12.2199224750484,52.5441176061582,73.0586643731461,-19.6790482806242,60.6904561359152,91.0675103941275,NA,-57.1693780826453,-56.0417916625946,-68.5179636936215,-62.0280663377494,-55.9034298861422,-52.2412603021361,-65.3979920872018,-88.2264429777363,-86.0008291257531,-25.2615477834833,-59.4113114915714,NA,-56.8556324496376,-12.4017897302306,-69.0090597764688,-33.8629039460087,-76.4800845900644,-96.0454011283592,-56.1622271807704,-47.3158288034649,-62.6282996971259,-36.331564136211,-25.5262006821223,-43.43625186472,-56.7025738273351,-94.2879844257469,NA,NA
"Estimate...84","both","all","LU_soil_ecor_meanclim",NA,"lm",0.232842251984669,0.0245856090832628,0.259374507847115,NA,NA,NA,NA,NA,76.9163245376718,-29.4349362615794,23.5227459115993,-2.45436476542496,3.17282042565909,-36.3969376273089,-130.016482438578,-31.2327722800079,27.0552245419384,-58.8690381074401,-85.4572896281444,-73.1135925984374,-10.3147625870121,-669.521630497649,-12.6086855246227,-53.8623593441705,-109.381187697008,-25.6407758449797,0.612319285135743,47.5447249603455,21.9892307544605,6.95949259691095,-257.785403122131,-278.576079855475,-278.485542957129,-275.589631418466,-305.674211405112,-251.037341475603,-259.513287666052,-307.506056727757,NA,36.3865680500171,43.7033876164656,19.0468758966584,39.6266729187347,38.3720576284722,96.718229465006,35.6547439967877,66.0544185174039,31.8490331020885,134.478040619301,63.4470161632088,81.3056710196456,84.5806121965879,57.0811951802584,59.6329516917593,77.3388341350076,81.0618418950889,73.9615482409193,58.0256007555833,39.8874076644662,60.455582137102,64.1965410404272,33.8839879127398,106.536189049008,76.7733913601057,79.5972558306513,45.6374620178329,68.8293223288885,42.1676063734194,54.7694775001463,92.3432925446992,23.4897372123129,52.7074124631911,57.452962693974,13.2501964971786,109.597972121071,74.2000900290349,28.8200130679342,-34.845928913845,-41.518964352287,-51.0187083167304,-44.2881440683561,-44.2980708772335,-35.7894202798766,-47.69731863204,NA,-93.1730463539444,-22.423253889076,-38.4714767190637,-44.3447086696466,-40.1445179168532,-99.8032748554574,-49.6770801983076,-40.3401420579287,-38.7062635840163,-68.7238263375114,-37.5971041782249,-35.1819681999275,-44.162297423076,-22.07599062387,-25.259556286352,-30.1051455347029,-36.1781660415495,NA,NA,NA
"Estimate...85","both","5yr","age",NA,"lm",0.0247164890812162,0.00605688919381072,NA,32.1300427853058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...86","both","10yr","age",NA,"lm",0.0157455138805767,0.00342680146558542,NA,26.853932743539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...87","both","15yr","age",NA,"lm",0.0275650719440079,0.00998006979434735,NA,34.6403147449136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...88","both","all","age",NA,"lm",0.0354580751672298,0.00528743994183103,NA,42.4509745148098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...89","both","5yr","mat_biomass",NA,"lm",0.112880491492941,0.0191152680498841,0.422034552106582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...90","both","10yr","mat_biomass",NA,"lm",0.107699244930367,0.010933076836563,0.417665295526605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...91","both","15yr","mat_biomass",NA,"lm",0.105291313734348,0.00393134330607719,0.419083974674875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...92","both","all","mat_biomass",NA,"lm",0.113677165450748,0.0141474196750651,0.424553353094629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...93","both","5yr","age_mat_biomass",NA,"lm",0.138774352164886,0.0279732740878653,0.420893247280622,30.6546966078247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...94","both","10yr","age_mat_biomass",NA,"lm",0.128489287124257,0.00832563265839592,0.428850657839232,30.8042987883141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...95","both","15yr","age_mat_biomass",NA,"lm",0.135748391245415,0.0121709995052272,0.433570969043764,37.647724238598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...96","both","all","age_mat_biomass",NA,"lm",0.150020665657325,0.0070709490855598,0.439032585684886,42.0872402774094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
