"age","num_fires","biomass","protec","indig","nearest_mature_biomass","lulc_sum_30","distance","cwd","sur_cover","nitro","sand","phh2o","mean_pr","mean_srad","mean_temp","mean_vpd","mean_soil","mean_aet","amazon_quarter_regions","ecoreg_469","ecoreg_473","ecoreg_474","ecoreg_476","ecoreg_480","ecoreg_481","ecoreg_482","ecoreg_496","ecoreg_497","ecoreg_505","ecoreg_507","ecoreg_508","ecoreg_511","ecoreg_518","ecoreg_529","ecoreg_540","ecoreg_567","ecoreg_570","topography_21","topography_24","topography_31","topography_34","topography_41","topography_42","pred","pred_nolag"
10,3,43.5,0,0,232,0,6200,-228,0.092439376,6052,1337,141,2686.4,2274.14285714286,26.185715,6.65714285714286,1496.42857142857,94.2857142857143,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23.4094528012695,75.8117577581106
3,4,0,0,0,231,0,6936,-555,0,4872,1379,147,1888.42857142857,2249.74285714286,26.185715,7.88571428571429,3806.65714285714,90.4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.36005796835714,56.1559225578232
15,2,104.5,0,0,231,0,1089,-576,0.4590585,4872,1379,147,1840.05714285714,2240.17142857143,26.057142,7.77142857142857,3713.57142857143,89.2857142857143,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,38.4182599895876,90.3670381405874
2,6,78.5,0,0,242,0,8707,-229,0.07617689,4760,1009,119,2218.02857142857,1937,25.714285,6.31428571428571,2833.17142857143,81.4285714285714,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.12161258159115,71.8293183189971
13,5,76,0,0,231,0,1960,-537,0.22510698,4872,1379,147,1932.54285714286,2234.28571428571,25.885714,7.51428571428571,3161.45714285714,89.3714285714286,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,29.1720737604949,76.3360172040414
5,5,142,0,0,242,0,1225,-192,0.33780313,4253,1253,136,1715.57142857143,1874.91428571429,24.757143,6.17142857142857,2659.62857142857,81.2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.5778731615776,107.478972227499
10,5,95.5,0,0,231,0,5709,-516,0,5064,1036,147,1652.14285714286,2220.2,25.6,8.11428571428571,3559.91428571429,86.2571428571429,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.2664315930852,62.7795940035803
16,3,85.5,0,0,237,0,5514,-462,0.39714694,4344,1760,145,1841.14285714286,2168.37142857143,24.414286,9.08571428571428,3187.22857142857,80.8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.4005173884556,69.202945493077
6,3,117,1,0,238,0,1192,-270,0.2633381,5297,1440,130,2158.2,1953.54285714286,25.971428,9.05714285714286,2794.77142857143,84.0857142857143,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17.2176953067629,82.2052684622886
5,5,96,0,0,242,0,1212,-180,0.46676177,5483,747,141,1886.62857142857,1875.42857142857,24.385714,5.88571428571429,3043.31428571429,79.8857142857143,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.3738184050483,115.13110182039
6,7,107,0,0,242,0,3020,-224,0.08587732,4760,1009,119,2269.65714285714,1923.45714285714,25.6,6.17142857142857,2959.6,80.6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.08838757262,89.8112973523302
9,3,89,0,0,231,0,5717,-518,0.5631954,5064,1036,147,1745.88571428571,2189.74285714286,25.714285,7.97142857142857,3508.17142857143,86.5142857142857,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20.540247678627,72.2436197834871
11,4,73.5,0,0,237,0,3761,-336,0.33808845,2721,557,72,1742.91428571429,2090.37142857143,25.842857,5.71428571428571,3381.8,83.3142857142857,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25.8746675793732,76.2772001356786
10,0,86,0,0,241,0,3250,-443,0.3015692,4396,1581,138,2030.2,1962.91428571429,24.3,6.34285714285714,3625.2,78.8285714285714,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32.2214090549129,101.696825286196
11,4,96.5,0,0,231,0,4228,-598,0.52524966,4872,1379,147,1815.6,2232.22857142857,26.142857,7.97142857142857,3521.02857142857,89.1142857142857,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,22.9784677408105,69.2780163801241
9,2,170.5,0,0,239,0,1227,-226,0.6085592,4944,1176,124,1944.94285714286,1921.65714285714,26.357143,7.97142857142857,3247.91428571429,83.8285714285714,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.527263275052,99.5605344957368
11,9,88,0,0,242,0,9434,-182,0.09757489,5600,800,141,1829.02857142857,1885.82857142857,24.885714,6.17142857142857,2989.65714285714,81.3714285714286,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.5688742556648,108.25801865261
2,4,50.5,0,0,235,0,3849,-435,0.5201141,3915,1780,156,1716.42857142857,2215.34285714286,23.985714,8.97142857142857,2168.88571428571,79.6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.94767018576548,49.0591648480148
18,1,61,0,0,231,0,2913,-464,0.0850214,4948,1258,147,1970.85714285714,2265.65714285714,25.928572,7.34285714285714,4250.74285714286,91.5142857142857,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.5983187678445,87.5967696560799
1,5,30.5,0,0,237,0,4172,-407,0.0724679,4187,1674,141,2073.71428571429,2144.57142857143,25.414286,10.2285714285714,3387.42857142857,86.5428571428571,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.07767033530876,43.3982703961837
12,5,77,0,0,231,0,6235,-572,0.21369472,4872,1379,147,1894.97142857143,2238.14285714286,25.928572,7.65714285714286,3201.54285714286,89.3142857142857,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,22.5030279452378,62.5971363427248
3,3,83,0,0,232,0,6855,-377,0.059058487,6359,1311,140,2250.74285714286,2178.65714285714,26.442858,7.62857142857143,3228.25714285714,90.6571428571429,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.87647940866288,62.3800144864879
3,0,98,0,0,238,0,1094,-310,0.35549214,5080,1310,133,1781.82857142857,2041.37142857143,25.714285,5.88571428571429,2692.91428571429,81.4857142857143,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8.70917312994949,79.5069100635246
8,2,120.5,0,0,231,0,4215,-511,0.49129814,4872,1379,147,1972.82857142857,2221.17142857143,26.1,7.65714285714286,3104.05714285714,89.5428571428571,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19.9259337538182,74.1380410217945
21,1,125,0,0,237,0,2692,-310,0.3837375,5080,1310,133,1780.02857142857,2035.82857142857,25.37143,5.82857142857143,2559.08571428571,80.3714285714286,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.9015979988798,107.27853816744
11,3,94,0,0,237,0,4729,-463,0.03737518,4344,1760,145,1826.62857142857,2177.68571428571,24.442858,9.08571428571428,3195.42857142857,80.9142857142857,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.250231086153,52.8305725110155
8,1,56,1,0,238,0,1275,-283,0.4339515,5297,1440,130,2157.11428571429,1964.97142857143,26.057142,9.6,2731.85714285714,84.5428571428571,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24.0096782518809,90.4771071027116
4,4,52.5,0,1,240,0,2748,-385,0.41398004,4212,1532,135,1905.08571428571,1994.97142857143,24.557142,7.14285714285714,3732.68571428571,79.8285714285714,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.4054225876163,86.6538108463373
17,6,125.5,0,0,242,0,9825,-139,0.015121255,5483,747,141,2140.42857142857,1872.48571428571,24.442858,5.68571428571429,3225.62857142857,79.9428571428571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.3276871699117,127.912918045275
9,5,65,0,0,237,0,7313,-461,0.0057061343,4344,1760,145,1836.02857142857,2177.91428571429,24.485714,9.11428571428571,3224.42857142857,81.2857142857143,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.6858328395162,48.1342085712358
13,0,61,1,0,231,0,745,-499,0.86961484,4948,1258,147,1873.42857142857,2276.88571428571,26.12857,7.85714285714286,4298.82857142857,91,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,35.9999657125481,92.6885782241889
10,2,55.5,0,0,234,0,2913,-287,0.01654779,5104,1362,128,2291.85714285714,2117.48571428571,25.857143,6.02857142857143,3264.65714285714,86.8571428571429,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,22.9443017774287,73.5714872379281
7,3,82.5,0,0,232,0,1969,-330,0.17375179,5708,1166,124,2592.62857142857,2205.85714285714,26.257143,6.77142857142857,2191.05714285714,92.1428571428571,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17.3546356948671,73.4067210835432
10,2,79,0,0,237,0,6158,-447,0,4344,1760,145,1879.48571428571,2170.51428571429,23.985714,8.77142857142857,3163.31428571429,81.2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.706630090763,52.5666654083977
6,7,27.5,0,0,236,0,8527,-410,0.45135522,5623,1237,150,1831.57142857143,2207.31428571429,26.414286,7.11428571428571,4302.88571428571,89.1142857142857,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.695071704277,49.7858068699747
17,0,65,0,0,235,0,5042,-319,0.13352354,5074,1323,127,1995.8,2119.85714285714,26.27143,6.68571428571429,2868.94285714286,85.3428571428571,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,47.6001945801803,104.412481347577
10,0,34.5,1,0,237,0,1738,-272,0.4293866,5208,1198,137,1834.22857142857,2011.4,25.37143,6.51428571428571,2389.37142857143,79.8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,31.7054284882493,97.9951320320383
11,7,67,0,0,239,0,1975,-226,0.6445078,4944,1176,124,2050.97142857143,1936.74285714286,25.957144,7.65714285714286,3241.68571428571,83.5714285714286,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0266114138004,83.2833034725799
16,6,45,0,0,237,0,2027,-396,0.22368045,5492,1346,143,2095.88571428571,2165.25714285714,25.385714,10.2285714285714,3453.68571428571,86.5142857142857,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.3154676586741,56.0635620534438
5,1,119,1,0,238,0,978,-285,0.50385165,5186,1423,134,2158.22857142857,1973.54285714286,25.928572,9.6,2594.42857142857,84.4857142857143,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.5014171734783,86.9877778538629
4,2,46,0,0,231,0,2222,-512,0.4291013,4872,1379,147,1996.08571428571,2236.65714285714,25.714285,7.34285714285714,3074.28571428571,89.4571428571429,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9.49151923150615,65.6539341171843
1,9,15,0,0,233,0,3482,-414,0.0005706134,4377,1443,152,1853.65714285714,2193.14285714286,25.62857,8.71428571428571,2016,81.5142857142857,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.04260416931199,31.2612346337981
11,6,66,0,0,231,0,5738,-616,0.4,5064,1036,147,1597.42857142857,2242.34285714286,25.642857,8.05714285714286,4205.94285714286,86.6571428571429,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22.0904048087061,67.1139584857071
6,8,62.5,0,0,238,0,1925,-397,0.5603424,3996,1966,137,1891.65714285714,2080.2,24.885714,9.14285714285714,2354.62857142857,81.4285714285714,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.2621693619544,49.0270167852595
14,6,52,0,0,233,0,1951,-341,0.33951497,5649,1201,148,1873.74285714286,2222.2,25.471428,8,2291.31428571429,84.8571428571429,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,28.6741638196038,76.0045698066484
9,6,64,0,0,237,0,2063,-441,0.27417976,4187,1674,141,1845.94285714286,2170.08571428571,24.742857,9.48571428571429,3229.8,83.3142857142857,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.4072673175527,54.1860213671638
4,7,75,0,0,242,0,2424,-154,0.02596291,5483,747,141,2034.08571428571,1870.14285714286,24.4,5.68571428571429,3211.34285714286,79.6571428571429,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.9386028612837,83.9237198958328
12,1,90,0,0,237,0,1244,-436,0.39315262,4187,1674,141,1849.05714285714,2172.14285714286,24.657143,9.4,3543.42857142857,83.9142857142857,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.9353603946177,69.540273510609
8,0,119.5,0,0,231,0,5045,-520,0,4948,1258,147,1896.28571428571,2262.25714285714,26.185715,7.88571428571429,4217.51428571429,91.1142857142857,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,19.6794541119511,73.1642394503939
6,1,131.5,0,0,234,0,2063,-355,0.44308132,5166,1343,140,1994.77142857143,2085.08571428571,25.414286,5.97142857142857,3323.34285714286,82.4571428571429,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.0456436753996,83.4024170711385
3,3,73,0,0,236,0,5904,-442,0.5178317,3915,1780,156,1743.37142857143,2225.6,24.057142,8.8,3512.2,82.5714285714286,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.63833978693598,49.0998240113428
14,1,102,0,0,232,0,2003,-443,0.13609129,5373,1308,144,1975.6,2195.97142857143,26.057142,7.65714285714286,3627.54285714286,88.8285714285714,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,36.7100387088196,90.2404869165381
7,7,20.5,0,0,233,0,2070,-341,0.51611984,5649,1201,148,1893.85714285714,2181.77142857143,25.471428,8,2389.77142857143,84.4857142857143,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.020462602251,49.4275202225228
9,2,138.5,0,0,244,0,2090,-85,0.42368045,5525,792,147,2293.34285714286,1838.02857142857,24.557142,5.34285714285714,2117.77142857143,81.1714285714286,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.4051464062556,133.1004150306
9,5,66,0,0,235,0,2491,-457,0.24935806,4496,1799,146,1808.45714285714,2179.82857142857,25.5,10,2238.31428571429,84.8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.9958831788669,53.6549321899283
5,4,40.5,0,0,234,0,4330,-209,0,5545,1244,144,1920.82857142857,2074.17142857143,24.657143,6.22857142857143,3313.14285714286,83.0285714285714,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10.9008150271347,62.1894568474184
2,4,18.5,1,0,238,0,1956,-266,0.032239657,5297,1440,130,2184.71428571429,1954.11428571429,25.9,8.88571428571429,2859.77142857143,83.8857142857143,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.04480446204316,71.6372790111929
3,6,19,0,0,237,0,7226,-452,0.20057061,4344,1760,145,1822.94285714286,2176.28571428571,24.485714,9.17142857142857,3407.42857142857,81.7142857142857,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.93975341763784,39.6554609798612
7,3,63,0,0,234,0,6299,-219,0.3663338,5545,1244,144,1912.05714285714,2065,24.457144,6.02857142857143,3152.42857142857,82.1714285714286,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16.0502082779977,70.4133534931447
2,2,149.5,0,0,243,0,5567,-192,0.48673323,5040,887,122,2128.48571428571,1869.57142857143,25.22857,5.91428571428571,2989.37142857143,78.3428571428571,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.94345535172721,86.912613224691
7,2,82.5,0,0,233,0,3976,-318,0.13352354,6359,1311,140,2571.42857142857,2197.48571428571,26.385714,6.88571428571429,2421.91428571429,91.5142857142857,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17.7695135207606,75.7816893228872
4,5,62.5,0,0,233,0,6907,-413,0,4377,1443,152,1866.4,2172.2,25.814285,8.94285714285714,1988.65714285714,81.6857142857143,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.65003352125035,35.2665405722802
1,8,22,0,0,233,0,3482,-414,0.0005706134,4377,1443,152,1853.65714285714,2193.14285714286,25.62857,8.71428571428571,2016,81.5142857142857,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.04260416931199,44.7213866827287
10,1,72,0,0,231,0,8478,-428,0.019686162,5158,993,146,2051.68571428571,2263.57142857143,26.071428,7.42857142857143,4370.37142857143,92.8857142857143,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21.2496990549966,66.9037334572866
14,7,134,0,1,240,0,1988,-385,0.37803137,4321,1413,133,2084.94285714286,1969.68571428571,24.942858,7.08571428571429,3522.34285714286,78.4857142857143,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.4079171018673,102.364572314238
17,1,116,0,0,238,0,5290,-418,0.17089872,3910,1778,141,1892.82857142857,2115.68571428571,25.785715,10.8285714285714,2196.57142857143,82.1428571428571,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.5023568532337,70.1679210556145
2,2,62.5,0,0,239,0,5942,-86,0.3015692,4499,491,110,2296.05714285714,1928.4,27.185715,7.91428571428571,3156.37142857143,89.2285714285714,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.96281569401336,68.7574333784506
6,3,49.5,0,0,236,0,9890,-438,0.24108416,4120,1744,153,1785.22857142857,2207.48571428571,23.971428,8.85714285714286,3198.71428571429,81.8857142857143,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1383391165456,37.7137487356965
7,2,56.5,0,0,239,0,3913,-408,0.19629101,4448,1120,137,1957.17142857143,2037.25714285714,25.428572,8.88571428571429,2834.57142857143,80.5142857142857,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.9899686096275,86.7730514685107
2,8,33.5,0,0,235,0,2942,-437,0.26647645,4496,1799,146,1880.77142857143,2172.4,25.4,9.8,2042.62857142857,83.7428571428571,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5255314252378,39.403174285773
7,3,37,0,0,238,0,1914,-159,0.45820257,7149,1030,123,2340.11428571429,1955.22857142857,26.428572,8.14285714285714,2469.28571428571,88.6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19.7053188328493,81.4150623247112
5,3,57,0,0,234,0,5961,-381,0.040228244,5196,1159,150,1918.17142857143,2147.54285714286,25.442858,8.54285714285714,2585.25714285714,83.1714285714286,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.87877507974171,47.712784680546
2,7,28.5,0,0,236,0,8185,-434,0.11611983,3915,1780,156,1745,2209.11428571429,23.971428,8.88571428571429,3037.74285714286,81.7714285714286,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.32884844436226,35.4504597596989
6,4,39.5,0,0,232,0,6567,-396,0.08673324,5373,1308,144,1806.65714285714,2194.4,26.057142,7.82857142857143,3549.34285714286,87.3714285714286,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12.7945686014819,60.2031364267759
1,4,32,0,0,230,0,2978,-589,0.111269616,5157,1267,150,1535.77142857143,2269.57142857143,25.357143,7.8,4623.6,86.4285714285714,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.01630454481441,59.3995098711719
18,1,78,0,0,239,0,2314,-110,0.55663335,5253,973,117,2428.02857142857,1922.08571428571,27.057142,7.91428571428571,2906.22857142857,88.3714285714286,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53.4290809416677,111.517984303088
5,8,30.5,0,0,237,0,5101,-460,0.04165478,4344,1760,145,1836.02857142857,2177.91428571429,24.485714,9.11428571428571,3224.42857142857,81.2857142857143,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.57136834681809,35.3172816810439
2,0,104,0,1,240,0,2031,-219,0.2470756,4239,1323,143,2173.11428571429,2095.05714285714,26.642857,7.91428571428571,2530.8,96.0571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.68806144087595,63.2452789415397
3,4,95.5,0,0,231,0,8174,-589,0.3920114,4872,1379,147,1790.71428571429,2249.65714285714,26.171429,7.97142857142857,3775.8,89.1428571428571,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.1166488439809,52.2103159671432
7,1,116.5,0,1,231,0,4040,-506,0.17774607,4948,1258,147,1812.4,2263.51428571429,26.085714,7.97142857142857,4590.14285714286,89.9428571428571,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17.3452100695412,73.2971060099198
11,0,152,0,0,240,0,1610,-302,0.6182596,4594,1341,125,2194.74285714286,1955.4,25.185715,7.08571428571429,3419.68571428571,79.2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.5894036963832,107.117737686059
6,5,57,0,0,242,0,2037,-219,0.43281028,4760,1009,119,2244.6,1924.51428571429,25.72857,6.05714285714286,2748.8,80.4285714285714,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.9539839818177,89.7317930196482
4,6,93,0,0,237,0,3129,-362,0.20228246,6029,1163,147,1762.65714285714,2243.91428571429,26.37143,6.85714285714286,4457.42857142857,91.0857142857143,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.85432630541762,53.0855464918106
7,7,117.5,0,0,242,0,3020,-224,0.11697575,4760,1009,119,2269.65714285714,1923.45714285714,25.6,6.17142857142857,2959.6,80.6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.7028480094976,89.6705745307816
6,1,123,0,0,239,0,2872,-313,0.29871613,4443,1288,136,1972.85714285714,1980.31428571429,25.685715,8.28571428571429,3293.45714285714,81.2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.7753766705577,90.1660546207242
11,6,72.5,0,0,231,0,1994,-616,0.1700428,5064,1036,147,1597.42857142857,2242.34285714286,25.642857,8.05714285714286,4205.94285714286,86.6571428571429,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,23.991882419432,72.1766152680373
5,11,55,0,0,235,0,3334,-246,0.10328103,5545,1244,144,1982.48571428571,2071.77142857143,24.6,6.17142857142857,2268.34285714286,81.6285714285714,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9.72353680304441,54.8252742833458
1,2,157.5,0,1,239,0,1289,-387,0.7757489,4369,1099,133,1924.45714285714,2003.6,24.485714,7.71428571428571,3085.91428571429,78.5428571428571,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.09520341830715,85.5248949945831
7,0,62.5,0,0,231,0,6993,-530,0.13352354,5064,1036,147,1745.88571428571,2189.74285714286,25.714285,7.97142857142857,3508.17142857143,86.5142857142857,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17.1151904223385,71.0685092701053
2,8,25.5,0,0,235,0,3893,-433,0.4051355,4496,1799,146,1880.77142857143,2172.4,25.4,9.8,2042.62857142857,83.7428571428571,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.48621998556366,38.1591690318923
10,7,81,0,0,238,0,2588,-188,0.14350927,5539,986,126,2061.2,1991.28571428571,26.585714,7.4,2574.97142857143,87.8857142857143,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,23.5708262883094,75.3954522118919
4,0,47,0,0,231,0,7905,-274,0.09814551,6052,1337,141,2398.97142857143,2270.05714285714,26.171429,6.88571428571429,1938.25714285714,92.1142857142857,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.97627513867568,67.6546914094325
3,5,54.5,0,0,236,0,9710,-413,0.3021398,5623,1237,150,1855.74285714286,2207.34285714286,26.328571,7.08571428571429,4322.11428571429,89.1428571428571,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.20658943051653,42.879064223786
7,3,67.5,0,0,239,0,4904,-154,0.27417976,4308,383,103,2242.88571428571,1936.34285714286,26.814285,6.97142857142857,2246.4,87,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.8708439842525,90.6479180875365
2,3,8.5,0,0,231,0,8983,-555,0,4872,1379,147,1888.42857142857,2249.74285714286,26.185715,7.88571428571429,3806.65714285714,90.4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.88305089828511,47.7591636467507
2,1,45,0,0,233,0,1103,-216,0.57261056,5104,1362,128,2578.02857142857,2151,25.971428,6.02857142857143,2931.14285714286,90.4571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.08495655553752,71.6518725928224
