age,agbd,system:index
18,37.0,7558
5,21.0,7570
7,148.0,7578
12,239.0,7581
1,148.6666717529297,7585
23,258.0,7601
14,237.0,7602
5,143.3333282470703,7607
14,51.0,7610
1,187.0,7611
2,140.0,7618
11,120.0,7622
2,141.0,7634
7,65.33333587646484,7644
21,38.66666793823242,7655
1,137.0,7658
1,115.55555725097656,7664
7,142.0,7677
11,73.0,7684
18,166.0,7695
16,112.66666412353516,7702
5,175.0,7707
2,100.0,7726
26,124.66666412353516,7731
5,189.3333282470703,7738
16,80.0,7749
21,51.0,7758
20,72.33333587646484,7764
7,143.0,7782
31,62.66666793823242,7783
6,216.0,7784
3,116.0,7787
3,32.0,7795
8,133.0,7796
14,140.0,7817
10,287.0,7831
7,118.0,7834
11,102.0,7837
12,87.0,7844
27,54.0,7863
15,81.33333587646484,7870
10,102.0,7892
2,142.0,7896
3,108.0,7898
8,18.0,7901
3,97.66666412353516,7921
2,266.0,7930
5,108.0,7938
15,72.0,7939
7,121.66666412353516,7940
5,121.0,7950
20,157.0,7953
5,74.0,7961
7,144.3333282470703,7976
8,203.3333282470703,7978
23,131.6666717529297,7983
4,137.0,7991
2,77.0,7995
5,228.0,8002
4,201.0,8006
8,175.0,8008
5,58.0,8014
1,9.0,8016
13,223.0,8023
6,51.0,8027
16,129.0,8045
3,257.0,8046
24,243.0,8048
2,191.0,8058
2,35.0,8061
19,99.33333587646484,8062
34,91.0,8063
29,196.0,8068
15,163.0,8071
27,141.6666717529297,8077
7,159.0,8088
23,114.66666412353516,8093
16,87.0,8110
16,158.0,8113
1,79.0,8120
7,277.0,8121
2,156.0,8128
7,92.0,8130
4,21.0,8132
1,194.0,8135
10,6.0,8137
5,78.0,8139
6,90.33333587646484,8141
5,72.0,8147
30,217.0,8156
3,97.0,8164
1,76.0,8169
5,150.0,8183
35,216.0,8196
21,196.0,8198
7,129.0,8210
21,54.0,8214
18,72.66666412353516,8215
13,149.6666717529297,8220
18,75.0,8222
8,103.66666412353516,8223
26,191.0,8227
7,147.6666717529297,8242
5,3.0,8243
30,250.0,8307
13,142.0,8327
4,47.0,8334
5,93.0,8336
2,31.0,8339
5,218.0,8340
11,121.0,8343
12,136.0,8344
8,192.3333282470703,8348
6,139.3333282470703,8349
4,120.0,8372
21,151.0,8375
13,175.0,8398
27,132.3333282470703,8402
5,197.0,8404
1,87.66666412353516,8411
1,5.0,8416
17,89.0,8419
14,41.33333206176758,8423
5,147.0,8424
5,137.0,8432
1,207.0,8439
1,104.0,8452
2,147.0,8461
34,134.6666717529297,8471
27,91.0,8486
4,214.0,8489
4,33.33333206176758,8503
6,258.1111145019531,8518
30,211.0,8522
22,91.33333587646484,8531
4,62.0,8544
2,102.0,8545
21,131.3333282470703,8563
2,46.66666793823242,8570
1,1.3333333730697632,8575
21,134.3333282470703,8584
20,142.6666717529297,8585
5,139.3333282470703,8600
8,215.0,8610
13,214.0,8613
4,187.6666717529297,8614
9,151.0,8617
9,55.33333206176758,8621
13,205.0,8637
7,78.0,8643
1,65.0,8651
24,43.0,8656
30,230.0,8687
1,225.0,8705
4,55.66666793823242,8713
2,24.66666603088379,8716
25,70.66666412353516,8729
6,113.0,8737
13,60.33333206176758,8751
5,151.0,8752
17,65.0,8767
9,18.33333396911621,8783
32,95.66666412353516,8785
18,139.0,8786
16,122.0,8790
18,169.0,8802
34,148.0,8811
2,92.0,8812
11,62.0,8822
3,104.0,8826
16,239.3333282470703,8843
5,77.0,8846
3,160.6666717529297,8848
4,218.0,8849
3,32.33333206176758,8855
9,113.0,8877
3,15.88888931274414,8885
3,106.0,8888
4,198.0,8891
3,91.66666412353516,8892
14,104.33333587646484,8908
9,190.0,8916
17,127.0,8936
6,23.0,8954
6,165.0,8958
11,149.6666717529297,8962
3,177.6666717529297,8967
4,123.0,8983
8,17.0,9003
7,36.66666793823242,9016
2,48.0,9032
25,211.0,9033
6,144.0,9034
9,58.0,9038
5,113.0,9041
5,24.66666603088379,9055
6,60.44444274902344,9065
2,103.0,9066
11,255.3333282470703,9067
8,192.3333282470703,9075
22,171.3333282470703,9078
16,170.0,9084
2,80.33333587646484,9091
27,217.0,9094
4,69.0,9096
17,123.0,9100
4,111.0,9108
6,139.0,9110
15,151.0,9120
7,229.0,9131
1,134.0,9141
7,23.0,9149
4,91.0,9154
15,170.3333282470703,9160
5,99.0,9179
2,191.0,9181
4,118.0,9188
16,214.0,9192
6,155.0,9197
11,208.0,9212
3,90.0,9213
34,150.0,9218
4,165.0,9233
16,5.0,9238
4,47.22222137451172,9257
5,27.0,9265
21,115.0,9288
6,204.0,9307
1,130.0,9312
7,95.0,9314
29,99.0,9349
15,98.0,9357
9,35.33333206176758,9359
5,181.3333282470703,9364
6,62.66666793823242,9367
16,85.0,9383
14,209.0,9390
18,160.0,9403
7,177.0,9406
2,107.0,9443
12,139.0,9469
1,5.0,9474
21,199.6666717529297,9483
3,72.0,9485
9,73.33333587646484,9489
18,111.0,9490
20,221.0,9501
30,171.6666717529297,9502
2,13.0,9510
32,31.0,9511
21,144.0,9512
11,78.33333587646484,9515
14,130.0,9520
2,39.0,9525
8,120.33333587646484,9535
13,233.0,9539
1,219.3333282470703,9545
5,113.11111450195312,9546
18,178.0,9549
4,223.0,9552
16,123.0,9560
2,248.6666717529297,9561
2,173.0,9565
2,57.0,9567
11,96.0,9571
3,177.0,9575
11,75.0,9581
2,92.0,9592
5,291.0,9606
19,238.0,9616
14,49.66666793823242,9619
6,158.0,9621
3,273.0,9633
5,42.0,9639
6,48.66666793823242,9645
6,16.0,9646
5,120.33333587646484,9676
9,290.0,9682
11,168.3333282470703,9687
5,96.66666412353516,9689
15,106.0,9691
3,21.0,9698
2,116.0,9701
10,123.66666412353516,9709
1,49.0,9713
6,202.0,9715
17,126.0,9719
8,6.666666507720947,9726
10,75.0,9739
21,72.0,9743
5,119.0,9749
9,45.0,9751
2,85.0,9754
14,242.0,9756
1,82.66666412353516,9759
16,22.0,9771
7,242.0,9773
1,200.0,9786
15,93.0,9793
14,162.6666717529297,9799
2,67.0,9803
5,220.0,9809
2,215.0,9822
12,34.0,9825
3,206.0,9842
17,251.0,9849
18,158.0,9856
5,131.0,9863
2,124.0,9864
5,156.0,9879
6,246.0,9886
16,210.0,9891
9,92.0,9892
10,178.44444274902344,9908
3,107.0,9915
29,139.0,9926
19,90.0,9928
19,134.0,9954
1,27.0,9961
16,180.0,9966
2,80.0,9967
3,206.0,9971
5,59.0,9976
2,84.0,9986
5,119.66666412353516,9988
2,183.0,9990
26,158.0,9992
